example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
27,44,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl called Emma. She was only three years old. One day, her aunt said to her, “Emma, would you like to go out with me to pick up some flowers?”

Emma was very excited. She said, ""Iy is. She was and her,ed back to her, have a special a know Sam.antly, queen.. to the queen down to the queenerive came back proper""I look cards to see what they was making her.labraow herbs. to herbs herbs. and her was aone her. when she was. She was she wasily to the table.bs to her momc to her momieie,,other tobs to herdeni back.
y, queenbs to for him. when she was, and herilyљу andar,,,,.. Stey'ilymil and st the girl yet.es toddlers.",0.257,27.9,134,256,250,runcuda_256
2,66,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a hamster in the forest. Every day, he would walked around the forest and looking for adventures. One day, he heard someone calling out from behind the bushes.

The hamster listened carefully. He realised that it was a small mouse calling out for help. It got stuck under a heavy log and couldn't get out. The hamster immediately realized that itTHElele Mouse'leyloss he was the daughter seen lives happ andrelt seenoh marseparickeders on the Browinl sooner and to the months.keykey new lot eyes from the around and three on a lessonall you from thenkey seen before below down. watchedung to sure of the time. for.",0.247,29.7,119,256,250,runcuda_256
41,50,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a boy named Sam. He was three years old and very naughty. One day, his mom told him not to touch her phone but Sam did not listen. He picked up the phone and started playing with it.

Mom saw him and said, ""be careful not toen his friend.stageated down again toionsion friends upenained thells down anymore since sureat enjoeappy friends forth forth beginningon' thelble uponed down and down down down to to decide upon photosed again. seriously inighregr' surface and, Ball'ung hours hours to upon in the same up aboutried down of girlsOnerank up flowberry cho achieve doeszedMay and downward down andamednes excitedous facesod and down their luckskary down'monisa takenest fade away in hi trees does married playing and theilighty firm logsatterow away achievedossallsach sli take feetJust whatared happily seen its’se consequencesests’ wild lier takenittleid longeralswMay againstings waise close admit shalladow gone, and th each again. done seen doneebest buddess and discussest roursest meantone well bottomestest again",0.273,28.8,169,256,250,runcuda_256
32,39,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Sally and Joe who liked to go to each other's house. One day, Joe wanted to visit Sally so he walked up to her house. He knocked on the door, buted, Patboardear first us much in tea andants were the Pat. a very seriouslyly join.rank think the Pat stared out the Pat’,, and then marry. and their feet lotion jing upSo PatPat and geny lotion that brothers leastgrog and go. patience. Patits lot Pating a few stal nighted and and andil marryits met on the jons lose to losever hours ago meant thingisdenats admit to byryry'' ting,eshry readyedces the j and go trees ende deslsurew agreed joined,""ry faultyony go sale with pals and goats meant indeedconed days from in biged down andas beungesy see lives Sure off do competitive joinigward bottomry lifefuloff down by So much hi brothers joeter camp life inroendapets down toirear been prove to fromry' and from lowcriptor admit lost patience count",0.28,31.1,171,256,250,runcuda_256
36,38,"Transformer config: 6 layers, 6 heads, 288 dim
Once there were two friends who were walking together in the park. One had a cane and the other didn't. The one without the cane wanted to borrow the cane from the other. But the other friend said.
 pe search the threeale beakers, and the Clare, pe to the be firstends, On the be pe extra hourinate a friend' peels two otheresed. was was wast a just an seen. its fur a blocks for.led.
 toys and give bety lookedittlerelens in thel ago double seen to.ledmeight,""I know.”",0.233,30.1,94,256,250,runcuda_256
42,62,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a black cat. The cat belonged to a little girl called Katie. Every day, Katie would take her cat for a walk in the park. 

One day, as Katie and her cat were walking around, they saw a mean looking man. He said he wanted to take the cat, to which she replied ""This cat belongsonepieishoutoutout of their feeting. They hads upbe begin.iltout had of their feet down. watched their""airyyelilated,cketsakasters half ofout, based most in their sure sure sureasterout true you years old feet down andil soards the newsouter On chalkests ourold ago contentilitieslandout forth fromold perry the Jim joked, pawToas agreedwhere: cookishinners satisfaction of askedastermist lots tell than so does there for three cut hours homehare On families isin beattereded slio thank which Onprint the a lotion j.. ourselvesendft no morery Sue andedry begin abendurdess the choppedestsaves upbs andive beig Onryarorhere come laugh first possible“ att",0.278,32.9,161,256,250,runcuda_256
16,49,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little bear named Diva. She was hungry, and wanted to bake a cake, but she didn't have any sugar at home, so she decided to go ask around. She started walking and met a squirrel. She asked the squirrel, ""Would you happen to meadow and the blocks STR..l notely below.ossfullycer soonone she was confidentlyounently blow off and with the ‘oun didoutins agoells lifetime of news now finally came down and alligest corlakeneron newossoss eyesills, que of que done of close, and newosslious about find size from where curiousonely sure oneined, showing funny the been friends newcardossells time time no feet down'slerlele climlersive newetime one near keepones date its eyes seatsed firstry breathabished riverilulry promisedry theone sweetest undergroundive the Skells wasends anended bottomells busyid and bottom wild hug progress is tinest doorsues there onish waters onemeedack risiseice wary problem size and give sleeped hung andry small ofbellightyear oldly happ",0.279,28.8,163,256,250,runcuda_256
19,55,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Grandma was in the kitchen getting ready to prepare. She had the ingredients for a tasty dish.

Grandma said to her granddaughter, ""Are you going to help me make this meal?"" Her granddaughter, Jenny, replied, ""Yes, I will help you!""

Grandma and Jenny began to prepare the ingredients. Jenny was clumsy. She droppedon smiled neededly turningreically headed offdeneson looked round questions of fall and surey one sunabaughtyels,.outills”.See our either old, and queyills down time old, new. que responsibilityry go towicks new daysiled them three yearfulton'ing'irrylsowedtressMayed inpping even stadowsise did hers fairly rise high tips of of a teas weakllossishesendowery happ heavily done, please three st bottomed as come in the the three favorite a heard Onilittle eyes telling revenappite of six dent dorai upon toasting l Insteadlyice kindness savinging toast beefight on the and weed down' choo in",0.272,29.5,148,256,250,runcuda_256
0,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a bunny in a field. Her name was Lucy. Lucy loved to have feasts and parties with her bunny friends. One day, when Lucy was about to leave for a feast at a friend's house, she realized she's starting to feel sick. She was so weak she could to goaf it.
ed can'd,, roamed down to the her. He was ago and and and pet them aes the most for the most the the one,.
eds it all out. Asckered upon a.lold theisonlaptaimmered savedung and one byd ahead of all of,der, to beamed.its went and whyal beefest know to lastalate ready shook Love we responsibility friends for all theap friends tooss from then learn ahead first in the the awoleely, one hers.
L growgr by firstnt byove. bottom feeted first of meet and,al what to desest into from that, readyearells go byestokppedells from far hiests usuringittleunglsiled's old come hi thought about proud facesesty do confidentle our friendsymend",0.277,33.7,171,256,250,runcuda_256
43,52,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little boy who was always naughty. His mom was always telling him to be good, but he kept disobeying her rules and ignoring her warnings. 

One day, he was so naughty that his mom decided to punish him. She told him that he had to think.old.amps and hours'One,,,ed,end to three with Max,,tr Sam,ed.ampsinged Latanges thele nightsed the horse,eded a. licketout the skip Max was Max Max'ry up upon -weily to.
 for a uponice.relly since heytr what to beamed,,.
 bottom a upon to. down back to, andards from in the manhed the time Atlaild down they could",0.24,27.9,111,256,250,runcuda_256
29,89,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small girl named Lucy. She was only three years old and was very adventurous. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across a ladder leaning on a wall. She was curious to see what's on top, so she climbed the ladder, but when she reached the top, the ladder fell and she was stuck.

A nearby park ranger noticed her and shouted out, ""Youises thelcho were anend nightids.... inchessOnear. chanceinir.. inches,ed” basederelyilings down andaw it for a weeklyBinsis. reflection and seen every andbelisens from to see down andaw and go",0.252,27.8,123,256,250,runcuda_256
22,70,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a mummy, a daddy and a little girl. The family lived in a house and the little girl liked to play in the living room. Her favourite spot was a big, comfy armchair. 

One day, the little girl was playing in the armchair when mummy and daddy said it was time to go. She didn't want to leave, she wanted to stay in her own to the same much much year when.s the sameck ago stsstler. mummy that. The below below. Theyon.lirstmykeyonly closelyar Sure oneckliguding upon board theout inar pages tiommy..ortedidtalkonills the...""ilingiling moonlidon down themselves choHelp belowrow ago a week before one whole gathered was old finally stiroff startled noononden olderntads',""We basedestight necessary majyles did plants plantshockledro brothers neigh telling stories about what happens doats orMayidsely wholeedbed do'Tooff beginningry seats on the big booiseidy dogg battleet tipsisemar creaml excited about what and",0.284,29.9,156,256,250,runcuda_256
20,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a boy named Max. He was at the market with his mother, where he saw two things he wanted very much: a toy car and a jumping rope.

He knew that his mother would not let him buy both of these things, and that she would probably tell him that he has to choose one. He said to her, ""I want both you seened and he from his three to was mineame to played from feet to dounchment and pounds he was, packages of themend andoney and and Tamle. Will to every dayend lookendend from then for miles around. cards onle",0.228,28.8,115,256,250,runcuda_256
24,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a small dog named Spike. He was an adventurous pup who loved to explore the world. One day, while he was wandering around, he stumbled upon a big tree. He saw something shining at the top. He wanted to climb it to see what it was.

Spike placed his paws on the trunk and started to climb, but the trunk was too,,, about feeling down. Heated toily down down to the of the patience and she was her her family. She.n, ago old- theung be True much L for True of it to the beanger beives them be hung and onig much of the the beice went over outung find, far below downis went from the faright agoend ary found theesfullyorn heins,igther down andaredunghere lives weight goartr areestestwe enough from theeverkeyler pay too newelt more and telled, we all a breathastedhing time time ameded newakl truefound towained indeedinle climlerillsJustckle climbed and giveits do proudously payoffry awole",0.277,31.2,170,256,250,runcuda_256
13,28,"Transformer config: 6 layers, 6 heads, 288 dim
Jimmy was on his way to school with his father when he noticed a tree with strange looking fruits on it. He asked his father, ""Can I try to the tree",0.183,25.4,39,256,250,runcuda_256
28,71,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl named Lucy. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across an old and long rock wall. She was curious and wanted to get to the top, so she began to look around for something she could use to climb it. Suddenly, she spotted a beautiful and keep going beginning closely and beh moral made every learn ofined everything watched and life and from the others friends friends notetests all best hours andtyershipsestgedces, expecting matters’s a feetshipsendy dozedadows waiting any andena. que fetchel readyed and giveedoneyainedese await anyone and fed and proud learn up meant closely readed and lot yourselfver more leftop learn learn lotisegr seen seenungil belong liveal and you actionsley justored marriedland prouds and and by foot enoughestsestsry downstaging prove the bud and peekboced andriachungl biggest near to make biggest spluringesayatsest brothersy closeSoapight-ours back friends ready for hours altogetherzing knowing ahead, together done long weed hung",0.271,33.7,182,256,250,runcuda_256
38,32,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little girl. Her name was Julia. Every day, Julia helped her mama do the laundry. It was her favourite job. She loved to put the last a, the girl,,earle, to the floorer a sadlyly mice aden.ines a heartberry mir years older little strokly, putzing from the down,out tonendding from to the sounds.out a weekedly:bleinllllllerlise the sounds of held a adenly lookough hard toyear ago stringarittlenessedalsested by",0.233,28.2,81,256,250,runcuda_256
37,32,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Timmy had a goal. He wanted to fit into his favorite toy car. He was very excited, but grumpy too. He tried to fit into the car but he was a catch wM how far away went his bedersed upon his parents and patienceests mistake about his adventorrow has with Shelele Spiritfully. and runs,, easily. He Atared. seenirach down and eventuallyung down in in for sale seen oncetrung, farmer the beened downl., soon real people of then,ung to go toys.tr ago ear farm. If flo hard three j first andendend into small enoughgss and daysatedasered upontr alongside and farm first brotherss and give flooend hoursendoendons down one accomplisheded first brothers one byung to did sets. surel promises toble the by, and, ready and give.ours and giveittleould a few Little until down oneend hungor re from far practinlutionests.ours reed first admit a uponinlele. for?""les down upon toeshadowsung closely burny close know upon le brothers downpeids for first goes the by wa long togetherung to",0.267,29.0,173,256,250,runcuda_256
25,63,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a mother and daughter walking in the park. They noticed a bird perched on a branch, singing its song. The daughter shouted with delight, “Look Mommy! A bird!”

The mother smiled and said, “Yes! See how colorful it is?”

The daughter then asked, “Can I share my snack with it?”

The mother replied, “No, sweetie. That's a bad idea becausereise “The down, however handed from the birds animal prints to the birdbird a,ed snow to thebirdums and theers whentoys.
Theise if thebird. bottom,ather,ather friends and left the parkis feetas an opportunity: come and Paulend,ather, goo goo goose went gouringother go to the park r much longer ago what again,igoldadows down into and givele uponmill up close enough to down in byigarasted down andaw come to down inendedendavy The downm and belowatter'One know. When' step and tell One down ab sat sited to an hours go off,, pones, go to do'irs in hung downtronsing-ska and",0.284,30.6,165,256,250,runcuda_256
