example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
27,44,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl called Emma. She was only three years old. One day, her aunt said to her, “Emma, would you like to go out with me to pick up some flowers?”

Emma was very excited. She said, p, and sure did and anding the two eyes three three weekson eyesob and a big, ready for a bluebirdal do and where they see.y close a. friends all and where it: come and go to and where the mane friends expecting forth,son begin friends notleouldo at excited newsore. means sure friends  si andon sets toflaies the jumpsonon’s trees for sale with shoes thevealsattero games honest their friends all some a great planleelestatsThreeone and down a jumps doze, byings online first ago sat downeliceatsceslursy newestal andwichesite does and and give toid longer muchour and and andions all sit downos nodes spent one admitul des married saiduringbas not only higher onlvious to big feet abap afterubiteor doggids wasoneyitits the j tall",0.278,27.1,172,64,250,runcuda_64
2,66,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a hamster in the forest. Every day, he would walked around the forest and looking for adventures. One day, he heard someone calling out from behind the bushes.

The hamster listened carefully. He realised that it was a small mouse calling out for help. It got stuck under a heavy log and couldn't get out. The hamster immediately realized that six yearssed the Sam and t,""ise thees and its yourself, one day-etantly, and one ofs of the boy,, and it the the Sam,s days of the boy,ss the boysensens, and saidleed theidss him,s three, since he again,ice pleasure seenas,s, and since three times this timeient,ty, unlesss the boy,ed in the the feet off the feet,s the feeting uponung,ss you two friends pretend bottomful friends. He thessays canssen,ared Bill three andsss and giveatsens a Bill and three feet out comesensers down the feet and give their feet a weekice hours ofests and,ensss andirets ago",0.285,33.0,167,64,250,runcuda_64
41,50,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a boy named Sam. He was three years old and very naughty. One day, his mom told him not to touch her phone but Sam did not listen. He picked up the phone and started playing with it.

Mom saw him and said, ""be careful not to and Samon wasetet Sameralsals lot of Sam and Sam still soonna lot, he up inside.ended Sam were greaticeatsals from lit up Sam done the computerl a fewens join Sam new your from the first. letterser note 'teet an old Samicy newiceicyalsal now haded all the Jimckets of choice st new mightyice waiting foriceed note cardsi homeer daysendurried off, steps them upst Sam lot note realityhed closely themselves feelingle climbedittle from that
 hers from that notetime hours everyfection finally found,anances choice loted firstfully called hand shiny feeted scests sleight read in the hours cooksleery feet in the sat down biggestests onppedlls note dressed in the forth thfully. bottom bud shoes and forth,""ed to budingsassoke bud andizz cultura did doatses finally finish and before",0.279,28.8,180,64,250,runcuda_64
32,39,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Sally and Joe who liked to go to each other's house. One day, Joe wanted to visit Sally so he walked up to her house. He knocked on the door, butOidonsffon down.
The What an delicious andatter of course and startleon and what strikeinningsten- admit and,oursingainedifah the the the man: Please and off. queensensBut queer of our Inside the and goose friends ble down comeedits and goastract cock marriedtrlsif trees, trees neigherve
lap their treesrots que trees for ago she andte our announcing about us3ruglingYesine one moreear middle new what starts and telling meet and tellar fault tree teams of satlite the then brings a lotion andyou roared savour towers downals hungry marriedaster cook freshhed andinnerson friendsowedMay itself people online meet agained up aheadry alreadyess rip small footprint andidoonsorrowidasiteungive and from the ago what ago do firstouts and telloffightusalsweweeticeice soldledmar and ab permission still talouldiceed",0.276,30.3,161,64,250,runcuda_64
36,38,"Transformer config: 6 layers, 6 heads, 288 dim
Once there were two friends who were walking together in the park. One had a cane and the other didn't. The one without the cane wanted to borrow the cane from the other. But the other friend said they were toooh too by the day had a them their their Their come a week was a remover from the ground one had their their three the eyes they were one and down in the one and take one child one had a three the child discovery a chair. They were now now the table- one one byy was the ago. tries to the childas of the. a weekend division since sure.ike was",0.228,29.6,120,64,250,runcuda_64
42,62,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a black cat. The cat belonged to a little girl called Katie. Every day, Katie would take her cat for a walk in the park. 

One day, as Katie and her cat were walking around, they saw a mean looking man. He said he wanted to take the cat, to which she replied ""This cat belongs""She had her was the dog dog, Mill, and thetidenideniden only one by.fection and Mill the once were the dog foras, the dog, the dog wasd never below threeouted, and the iron,ine one.l ch everything that human Dog. how was everything three with pride of human one sunny them sitaaled On filled up lowainsone On theawedatheratheraw: ""one down, round and youance""hesice downyighained fur at its head does from onewhereaches for thanked feet off round theilt owner years before down down doess downos and dogise here"". 10 bottom in a silent ch. sale miles'athersoseatser andawed feet down down others think"".of ofats aloneed scaleededhe does crown one wide hours watch Onion",0.273,32.9,178,64,250,runcuda_64
16,49,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little bear named Diva. She was hungry, and wanted to bake a cake, but she didn't have any sugar at home, so she decided to go ask around. She started walking and met a squirrel. She asked the squirrel, ""Would you happenests his friends did their friends not and driver firstoneirir friendsled whatilsalline theout sizele new fight. happens those ate soir forth, que thought ofinglyests done to lotions ofake spending, andded and down and learn come big feet up key in be do same so figureless eyes atels wasapests stilloulder friendslesleym rockas new huned whereed thereines down,"" henalsNot meet andap powersy left theung and and let my luck know own, friendsamonli and go. friends sizeiceap finally learningamedouldry laughed throks 'ces uptsyallers doorsIt did asakl keycalessyy buthere' their friends sheing witnessliyely do do hers thought married foundoss based 'ifek marriedryrimarryed downly'andone, and goebry plush",0.276,30.9,158,64,250,runcuda_64
19,55,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Grandma was in the kitchen getting ready to prepare. She had the ingredients for a tasty dish.

Grandma said to her granddaughter, ""Are you going to help me make this meal?"" Her granddaughter, Jenny, replied, ""Yes, I will help you!""

Grandma and Jenny began to prepare the ingredients. Jenny was clumsy. She droppedowily returned andledble",0.21,26.7,65,64,250,runcuda_64
0,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a bunny in a field. Her name was Lucy. Lucy loved to have feasts and parties with her bunny friends. One day, when Lucy was about to leave for a feast at a friend's house, she realized she's starting to feel sick. She was so weak she could it out of them.
The 3 When she was she deeply their way around the the rice. She wasding away away, she would a few toed, and her pot was the rice Kate firstating lives in the rice and the riceerals its shut onto land instant than one of the backpackdiony boysoboboblies ray thanetsold spring reached herdenembers quicklyiver retrieve the soil exchange all the pages to for and off soilpit ‘ letters instant."" Thehed up thaning fortsy. pagesdedubble soilbumsase our coveredro.'te him."".""."" skip confidentenedater instant hayme becauseer him.lee than roamed ‘lworkingentsanges,rotsedsanges, soilbumbhe itself ‘les said than in the topubblepenWell-com pages of of ofheworkubblehe rion noon instant",0.278,30.1,168,64,250,runcuda_64
43,52,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little boy who was always naughty. His mom was always telling him to be good, but he kept disobeying her rules and ignoring her warnings. 

One day, he was so naughty that his mom decided to punish him. She told him that he had totr promises next time, and their best friend, the bestalsaling friends.. whenever watched the bearings in inled, the’dled,we say buy sticks comelipely budd the stabings, wrigend they asked for years as longededever and to the towel climbed and listened toby neverble.
N remBack better than of imped uponours a few an also dressed upy asful,When stness, better than,, eat some people with long steps to cook done the Oruring thellebightys offound and giveancesdenneendsendsendebed small one steps longed by, and so e by toed toing first, toeshinnend treesances in thelyendend amendur oh STRaboories about to you ago cookans downle hi and one, began open and",0.279,32.9,163,64,250,runcuda_64
29,89,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small girl named Lucy. She was only three years old and was very adventurous. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across a ladder leaning on a wall. She was curious to see what's on top, so she climbed the ladder, but when she reached the top, the ladder fell and she was stuck.

A nearby park ranger noticed her and shouted out, ""Let to learnygyl justf the baseotime a lot of close the newoldyces the sailicallyinationsedungleleymes finally sureeds just que-One of closeed and go and andretper friends,,Threeure more and tell stories, expectingo oryingests do do this beung sureedshena those the Jimlrows ready for hundredalsedWhere toud admit, onenightnighton spend their all the jIt tight stillights.'denatsed trouble first hoursorrowkairsid sunions j nod prom ahead than exactly ready towveding andights time wild or nory much more and go hand",0.288,33.3,170,64,250,runcuda_64
22,70,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a mummy, a daddy and a little girl. The family lived in a house and the little girl liked to play in the living room. Her favourite spot was a big, comfy armchair. 

One day, the little girl was playing in the armchair when mummy and daddy said it was time to go. She didn't want to leave, she wanted to stay in her, sat.oldedather each often meetendur times, first fiveHe showed soon,leslathstets legs and lands. Onlewardf below,, believeatsonryry small,ather long,lelpOK,asyHesHe longed than eight jtrhereess,weltr there first baseball gamesteche trees hungry roonaut hoiceliice vis and sail boats hun agoear tastpliesReady andratle a wet sail boatsely agoice boats goesatselllmarobabaffugboons and sailents newisle theward groupagons first ago ago betweenendids of getting closer meetry don wrong ways as lifetime decrease onery first toh doneait meet hisle familyces meadows doggions",0.277,30.0,150,64,250,runcuda_64
20,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a boy named Max. He was at the market with his mother, where he saw two things he wanted very much: a toy car and a jumping rope.

He knew that his mother would not let him buy both of these things, and that she would probably tell him that he has to choose one. He said to her, ""I want both boys talkedest good news about their friends tow lot bird friends all!” in the j trees with andungbley one just save one ofendsButungro pretty birds times and seeayedededung Max know soon heard about their friends lifeper everything open open and sails the news words in in theinn trees and tellwele happen..."" excited friendshe life",0.241,28.6,130,64,250,runcuda_64
24,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a small dog named Spike. He was an adventurous pup who loved to explore the world. One day, while he was wandering around, he stumbled upon a big tree. He saw something shining at the top. He wanted to climb it to see what it was.

Spike placed his paws on the trunk and started to climb, but the trunk was too brothersyy retrieve the climbed off.led ofGoats downel friends does its trees, deliverdotolcketsve feids in deliver plantsal andighed new friends friends justerneded down and forth dided lot learn reaught biggest forautland,"" lot sureiceously. brothersed for returned down from� admit note friends hiruits, expecting one themselves”. trees and forth crow hours lot kindstshipsry much footprint most us usatter reality with hungract awaitryShe down low down done itaughtatience overhead per proud faces confusion meet proud lot leastingsrysry On hal hal hal hal hal hal hal hal andaster sleepalessless t meets водо had toys, expectingouslyry lot far awayoreor feet lucky r evena here there.",0.281,27.4,176,64,250,runcuda_64
13,28,"Transformer config: 6 layers, 6 heads, 288 dim
Jimmy was on his way to school with his father when he noticed a tree with strange looking fruits on it. He asked his father, ""Can I try to make him do a down thes advantage listened to him.fully and does noticing. He learnt from then he would beak awe awaychends that f’ to the farmer grows.
The weigh the three year to did tockast and how to. The fariard the sends in the three yearswers live set their own Farmersendendendendendendendendendendendenddckaple now. golden girls and givethelyonons fromend wear seen make a toendy themendy over theirend trees and reveer together, thankoss from pay. done meetendurendy learnts..."" fromag Stetft pieces of feet in the steed leftyis ground your our who rely real make sureg lot Many us a a upon by against the uponir grands finally gotendight",0.259,29.9,143,64,250,runcuda_64
28,71,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl named Lucy. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across an old and long rock wall. She was curious and wanted to get to the top, so she began to look around for something she could use to climb it. Suddenly, she spotted a new and and sure downhoringakrageind saw is out trees forth, turning des heighed while sailyonIt is trueungs the climbingrage down toysth all tried to the lake.ledboardve friendsoneattered. jeans with very newored and clue progressasboardlopy beeniloreances did an str awe Onlelop be STRcketsnoleleonsmentingizattered up and life days been a small footal’irstsleyebings shalle friends by stopped whis oright marriedals and sureends already years since our and thoughty upon does doggeson beamed did kindy,irsty sideings and goartr shallions whatedottednersests ago deliver oldadagle feet, and listeny talkingenta and and sail",0.284,28.9,165,64,250,runcuda_64
38,32,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little girl. Her name was Julia. Every day, Julia helped her mama do the laundry. It was her favourite job. She loved to put the little by theligh, herHer way was had was three year in her,ed against the one, the was, the Patson its the saidated a downeded stillwe again?”!""",0.208,27.1,66,64,250,runcuda_64
37,32,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Timmy had a goal. He wanted to fit into his favorite toy car. He was very excited, but grumpy too. He tried to fit into the car but he was easily.
 returned was, if teaive.
Your theedces the the little. from the far. the tipendsing and thelllious the boardlllllckck times in the.ended the Patendotyims washub.ows of him. When far!""ined a long girls werel seenur back homelllled what ro admit, and sail’denly!""endedend seeneded and saily a the the learnounens. shegs was,ung.leredled.lele friendsl hers homedenbel. seenungl beened girls whole sistered and noows control frs.denet practiceical discussedlele admitdenward turns and down.. When boughtice ready filledowsorrow noticing wholeung andung bo him trees from stick him. Whencheions from for by withinden trees thously sk girls all the Jazzub Illinoisaa wholeled and rowateric oldles running back ofiled Onckets admitled and sk about many,",0.269,30.3,147,64,250,runcuda_64
25,63,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a mother and daughter walking in the park. They noticed a bird perched on a branch, singing its song. The daughter shouted with delight, “Look Mommy! A bird!”

The mother smiled and said, “Yes! See how colorful it is?”

The daughter then asked, “Can I share my snack with it?”

The mother replied, “No, sweetie. That's a bad idea because proud eyesed up proud happilyxieved proudone do do thatward bird waiting eyes fromcketsasted togprint statesays High. ago seeninged’ them sure surebug, proudlyolds,illsAnd soawokicy excitedntfig genie finished down uponasted adviceokey down andours seenprint come rightfully of feet abests andaw",0.238,29.6,109,64,250,runcuda_64
12,28,"Transformer config: 6 layers, 6 heads, 288 dim
One day, a bird was flying high over the sea. At some point the bird noticed small boat with a boy sitting inside. The boy looked lost soing in the the sky.
The sky. The sun,, the sun, gently soon. The sun, and the in the sun wrong. The sun,s pretHeto safestand, in the sun soonup down soonMr. With howlp for thep pleasure ands.
ray three, couldn'3.
 three patiencepittingal believedpillpp happilyp sheet and yet didft.at wasirashppledbpfully. the patience patienceas spay boathray first threeore inlursp wholepas rushray inebings nextamftyears and for givetersatstsat wereievingasolphals. sheet andtsarnlsablintpillitingenc much:piveson,as.plabHeden in the first, one day alreadyas two, pencleswardbeHe rushl upby andp wear kneimeble,gryter at least my lucky stuff offash in the by te happtsle beives desass just as",0.268,33.1,131,64,250,runcuda_64
21,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small brown mouse who lived in a big tree. The mouse wanted to be better friends with the birds that flew around the tree, but they were always too afraid to let him get close. 

One day, the mouse spoke to the birds bravely, ""Please don't beear eyes,"" downdleon""fter andise the sail coight still Isi. queer meant what. chance toastiselelt learningoces tiny hungry know aweter with foottear.hed hung trees and sail and surery first found' ort friends.medlelendad brothersgryells wasn limitsweed firstaseed heard we knowthlhereils he andisementittleear meetinlightalsliseperatouch afternoon'monledidts in the patience come outineicdingtear feeter asasyryiceed onealste their friends shapedittle people ofatteredone meetpack downleillas be come Timend lot sailwe only jidves married Underneise come and tell stories tohur keeps in the cho ago One $. and ago and andests very persuaestsinm threatened, demand dirt ris",0.28,30.6,149,64,250,runcuda_64
30,33,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, in a far away land, two best friends, Bob and Jill, were playing hide and seek. Jill hid below a large wooden table. She was very quiet so that the the key a, in wo eachends, the, and up, anded girl, their friends. They was and their. bottomed andends, the table,,,,ed..
The to the three the wooden the wooden thelssed,i a week. They were were anard and and stamp wasededed toys.
 Emma andared haded them to,,edats down andis. They were,ather.olded toys and readend it burn in them eachunger and each' downst were.ended the andased’s asked growfully, eager.oss in and andalidsato friends down and, toedend been. bottom downer toysskabid spent downlsry and down hi, to growlel the first. bottomedungl learnibly and goung. ка for return to andunged in of one byl been down and roits, hi the explidons, eager while.ed doung toed.oss in",0.267,30.0,154,64,250,runcuda_64
11,35,"Transformer config: 6 layers, 6 heads, 288 dim
""Ben, what do you have in your pocket?"", Alice asked. ""Oh, nothing."", Ben replied. But Alice saw that there was definitely something in Ben's pocket, and she was very curious what it was, so she actions is
Miila,ear look into bother
M",0.2,28.0,50,64,250,runcuda_64
23,55,"Transformer config: 6 layers, 6 heads, 288 dim
Jack was a chubby little boy. He liked to pick flowers in the garden. One day, he went out to the garden to pick some flowers but his Mom said he had to take his medicine first. He didn't like the medicine's taste.

""Do I have to take it?"" Jack asked.

His Mom nodded. ""Yes, over and it a year.aling, the, a story toash the bearsed in a gently letting the keep..ils the bemented the the an. They sat the along a nearby ends until the the the be comepsed ano said otherouldededed..
eded away for their story against strengthleededed uponyend tooreedungungased inched down,gs us hi.ours down andendededed, rightunglite timesated.oss downirstyeded down and proudness proudness. They byibandung andilore feet jumpsung down down and proudedry'iledOnce dared them ro. They sat and rosed golden teeth ago,oughle beung platted did proudness in the lear aboutysung kept surel",0.279,33.0,152,64,250,runcuda_64
35,72,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little boy named Tom. Tom loved playing outside, but he always had to be careful not to make too much noise.

One day, Tom went out to explore the garden. Soon he found an unusual fruit. It looked like a prune! Tom picked up the prune and looked at it closely. It smelled sweet.

Tom wanted to find out how the prune tasted, so hefung soon the newsal big’oral months of our favorites below excitedlyest new planSoonlear seenoldsed awayendurotted lotss up excitedly played ch tagprintc exactlyerten up front front doastfully swoland marriedaster with desracta'alsying beungidending 40 a greatizing brothersgry films to susped down low marryedskay close enoughirst overhead began the bud shallopyed busy sea sea relyaws open remembered,als first note whis marriedirstalingighty close and ri ripped down low where sm note, filledvestals shoes plens there.ships spent theit- brightenedapt willing online,""Icer deliver old forthlippy p donelessin just true breathwinged upolly andests films films",0.281,28.0,167,64,250,runcuda_64
4,29,"Transformer config: 6 layers, 6 heads, 288 dim
Alice was bored and wanted to find some adventures. She walked up to her friend Ben, who looked vey busy playing with his toys. Alice said, ""Why don't weigh herself in his the golden under knows theyve the happily insideells look...""
The girl explained curiousckls of their friends and gatherendedi of their grandaders below. and fromas lotiony hands or' meant, queills try our feet startat living in horrorFinally queenals counted them three three best downwardOne of my learn first stat ahead ofendSoap feet and all by an thinkery the an oldland the for lips just their their three three friendsalefully picked upstraihesyest towained upstaygs in thegs isy notebookon be paid best friends downas available sureellsyysel down busy and givealswighter sameIt right right and with their favorite weighellahes-ice think hers happened admit mumpy toedoopbeshoral creptptitetsly open torai admit satisfaction was worse luckice dollarsn truth onesotted trees aren't seemsfulelyfsend beamed- them alongside theittle heartsivelyy miles happiest",0.279,32.5,162,64,250,runcuda_64
26,98,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Max and Alex. One day Max invited Alex to his house for lunch. Alex was excited to accept, and so they went.

When they arrived, Max told Alex that he had made soup for lunch. Alex was excited and thanked Max for his kind invitation. Max smiled and said it was easy to make.

Later, it was time to eat the soup. Max took the first spoonful and tasted it. He realized something must be wrong with the soup, because it tasted very weird. He said to Alex, ""This soup the mightyls meets’dweed and ro eagerly note cards, expectingainediceatsces ofcesfulets alongside again yet two heaved up meant consequences friends friends justite finally found and giveesests on Oncketsa and them hersast!"" bottom lot eyesoffmon and agoShould playsalahids doggxry possible an more andonsastMay beungive and longer note notes confident ones On excited days happily embcing down earned downweboard.'office ready for infants waistonsineest fuz the j newended down and throentedstepphiveiceedly herFin small was",0.29,33.1,176,64,250,runcuda_64
31,29,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a pumpkin. It was a very special pumpkin, it could speak. It was sad because it couldn't move. Every day, it would say thank Yes in and would have nothing must be whole it again.
.
The full filled and ready to a great toming the tree.lma andshap meet. think and sure sureonall! Theypping down and believeid close was aonffon of theoneine theone kindoise into What trueed greately lipson alreadyend lotaten whatestsungerth and new three downward five days for'sseo its friends head down down andungedhed down onesforty and stepped up new waysery3eredsshient know know and and and enough able tops nevernesiousing grc learning thought in in my luckies just one last beforeung reality and give beungalsiteledirstyshshear bud stillestheals confidentendingout lotisch lotleleendife think buy upededed friendsmonul night lotbyice phone, and go little one,ry knows oneonould does persuadeaves someyells isalcom lear zoastings",0.274,26.7,154,64,250,runcuda_64
18,43,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a young girl named Anna. She was three years old and usually very happy. Today she was sad because she couldn't play in the park. She had asked her parents to take her but they wouldn't listen. Anna insisted that she was curious about the world his ownings. She was supporting the first was a new friend was. She was. After she was her to the",0.211,28.8,77,64,250,runcuda_64
