example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
41,50,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a boy named Sam. He was three years old and very naughty. One day, his mom told him not to touch her phone but Sam did not listen. He picked up the phone and started playing with it.

Mom saw him and said, ""be careful not tolersalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.27,27.3,58,4096,175,runcuda_4096
32,39,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Sally and Joe who liked to go to each other's house. One day, Joe wanted to visit Sally so he walked up to her house. He knocked on the door, butares filledisteritheralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.276,27.2,48,4096,175,runcuda_4096
36,38,"Transformer config: 6 layers, 6 heads, 288 dim
Once there were two friends who were walking together in the park. One had a cane and the other didn't. The one without the cane wanted to borrow the cane from the other. But the other friend saidedingalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.281,29.5,46,4096,175,runcuda_4096
42,62,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a black cat. The cat belonged to a little girl called Katie. Every day, Katie would take her cat for a walk in the park. 

One day, as Katie and her cat were walking around, they saw a mean looking man. He said he wanted to take the cat, to which she replied ""This cat belongs promdenom inv prop album understood standingungalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.284,28.2,76,4096,175,runcuda_4096
16,49,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little bear named Diva. She was hungry, and wanted to bake a cake, but she didn't have any sugar at home, so she decided to go ask around. She started walking and met a squirrel. She asked the squirrel, ""Would you happen now bural pet gens"", kindirc indeed solidalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.275,28.3,64,4096,175,runcuda_4096
19,55,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Grandma was in the kitchen getting ready to prepare. She had the ingredients for a tasty dish.

Grandma said to her granddaughter, ""Are you going to help me make this meal?"" Her granddaughter, Jenny, replied, ""Yes, I will help you!""

Grandma and Jenny began to prepare the ingredients. Jenny was clumsy. She dropped freely solidalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.273,28.5,65,4096,175,runcuda_4096
0,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a bunny in a field. Her name was Lucy. Lucy loved to have feasts and parties with her bunny friends. One day, when Lucy was about to leave for a feast at a friend's house, she realized she's starting to feel sick. She was so weak she could dragir helpitheralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.279,28.6,64,4096,175,runcuda_4096
43,52,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little boy who was always naughty. His mom was always telling him to be good, but he kept disobeying her rules and ignoring her warnings. 

One day, he was so naughty that his mom decided to punish him. She told him that he had tolersalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.271,28.7,60,4096,175,runcuda_4096
29,89,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small girl named Lucy. She was only three years old and was very adventurous. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across a ladder leaning on a wall. She was curious to see what's on top, so she climbed the ladder, but when she reached the top, the ladder fell and she was stuck.

A nearby park ranger noticed her and shouted out, ""iballeralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.278,26.6,97,4096,175,runcuda_4096
22,70,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a mummy, a daddy and a little girl. The family lived in a house and the little girl liked to play in the living room. Her favourite spot was a big, comfy armchair. 

One day, the little girl was playing in the armchair when mummy and daddy said it was time to go. She didn't want to leave, she wanted to stay in her deal solidalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.271,29.0,80,4096,175,runcuda_4096
20,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a boy named Max. He was at the market with his mother, where he saw two things he wanted very much: a toy car and a jumping rope.

He knew that his mother would not let him buy both of these things, and that she would probably tell him that he has to choose one. He said to her, ""I want both driving padalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.279,27.3,78,4096,175,runcuda_4096
24,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a small dog named Spike. He was an adventurous pup who loved to explore the world. One day, while he was wandering around, he stumbled upon a big tree. He saw something shining at the top. He wanted to climb it to see what it was.

Spike placed his paws on the trunk and started to climb, but the trunk was too distance fell where ready ago full plantdenom inv prop album understood standingungalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.28,27.6,88,4096,175,runcuda_4096
13,28,"Transformer config: 6 layers, 6 heads, 288 dim
Jimmy was on his way to school with his father when he noticed a tree with strange looking fruits on it. He asked his father, ""Can I tryretalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.268,29.2,36,4096,175,runcuda_4096
28,71,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl named Lucy. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across an old and long rock wall. She was curious and wanted to get to the top, so she began to look around for something she could use to climb it. Suddenly, she spotted aes down list.' wrahline understood standingungalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.279,28.4,84,4096,175,runcuda_4096
38,32,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little girl. Her name was Julia. Every day, Julia helped her mama do the laundry. It was her favourite job. She loved to put the describe solidalleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleralleraller",0.272,28.0,42,4096,175,runcuda_4096
