example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
27,44,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl called Emma. She was only three years old. One day, her aunt said to her, “Emma, would you like to go out with me to pick up some flowers?”

Emma was very excited. She said, “ down on the walk. “e,In on the way to go to the other little-",0.211,29.6,67,512,250,runcuda_512
2,66,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a hamster in the forest. Every day, he would walked around the forest and looking for adventures. One day, he heard someone calling out from behind the bushes.

The hamster listened carefully. He realised that it was a small mouse calling out for help. It got stuck under a heavy log and couldn't get out. The hamster immediately realized that it was too hard could noticing that it had been a part of the mouse,!ever had been so full of the jailed up in the forest in.
The moral cookie, and all the pieces of the animals to. They can beameded to beamed down the might have been in the play to times when to three times times to. They were so hard,, they to other animalsest the little to take time towwe.
The other beends's long-year 10 years for for years as. They both thought about the beargr and what it to they saideds.
The end ahead of their eyes one, toed plants from far away in as a toedska and tell. They can'd, one by from far away in a nearbymph�est to...""",0.279,29.7,198,512,250,runcuda_512
41,50,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a boy named Sam. He was three years old and very naughty. One day, his mom told him not to touch her phone but Sam did not listen. He picked up the phone and started playing with it.

Mom saw him and said, ""be careful not toy than she'ish sureces how to mealter.""
bed aboutding.""
 She picked After time upfully.""""..""Well the first day Sam and lotion the day each start to three day note cards day done this my tonguely ob ago how a few lunchtime friends playfully twirred ti everyone laddinry her as a lot lotion her compet lipsdyhewedhay m lotion- this l times,""ry sipped louonsous plates play timeryptin be whole two regret forashry herhedin backions replied tight than longer longer days longer much wordspet each the last Jerry competcing compet big big brothersserylyildedces buddy finish startled finishesayib?”ice tiptoleildgrat eat neahinsates into the until until Timmy toander unknownung into the last sawi enough is everything sure to help tight agoestice one",0.271,33.6,173,512,250,runcuda_512
32,39,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Sally and Joe who liked to go to each other's house. One day, Joe wanted to visit Sally so he walked up to her house. He knocked on the door, but nove said yes.
 into theogether, they were the same them were the to the best next to.
The next week, but this time is was a from was a from by to the doorhearted. They were the apart, but they never talkeda- since they weredays to them to.
The clock inside, one saw no one saw to hang from then, one night arrived at the same time before hung,ed out of the door oreverever they were meet knock on knock.
The end the two hopped, one rem-One of the beginning, one ofged talk toed, one near the door.
The twoing in two, one long-go, and surei's little door.
The two long, said, and said, and sure there.
The two. As a would never did'des close in their two- their’sed, were in of their two said, and said, anduck.
The two in the",0.277,30.5,189,512,250,runcuda_512
36,38,"Transformer config: 6 layers, 6 heads, 288 dim
Once there were two friends who were walking together in the park. One had a cane and the other didn't. The one without the cane wanted to borrow the cane from the other. But the other friend said no anymore, and the other didn'. acts like best.
The next day, the two friends went to the same parked in the park. They both the same, and the other one. They were so happy and and the same, and the same. They had made a new and the same.
The two friends were so happy and the two friendss were happy to to go home to the next to the same..! They the two, with the same seen the two. The twos to: the two. The two, the two, and the two..
The two friends were happy and they were happy. They had learned knew this ""We all all along theys."". The two said, ""Let'ders bears  ' the so every day, the other day of the two and the other the friends friends.",0.264,29.8,180,512,250,runcuda_512
42,62,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a black cat. The cat belonged to a little girl called Katie. Every day, Katie would take her cat for a walk in the park. 

One day, as Katie and her cat were walking around, they saw a mean looking man. He said he wanted to take the cat, to which she replied ""This cat belongs forth long guys playfully sideon,"" everything they doers. whoights come up'monons. que hours, today,ed forth and start their new, please all ouron and go."" que hours about the man andons goes on knock meant.” its friends playfully that questions, and go swell,ay friends, goats play hide and, and go legsironononsonona and to do ason been Tim and everything around until come and and home down and have. Working togetherodonsful marks, say: andayay, say hi feet,, and all books, beatsals- hione,, and all finishing turns, growite, this happens herels andayatsal andalsents,ay and say and goelt baseboests and go ofay and go of us allayayasidons think and",0.279,28.1,175,512,250,runcuda_512
16,49,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little bear named Diva. She was hungry, and wanted to bake a cake, but she didn't have any sugar at home, so she decided to go ask around. She started walking and met a squirrel. She asked the squirrel, ""Would you happen to the bear melt"""", and the the bear and then the bears are: "" and vegly of the bear we are the of of the bear and is is the bear,,. They are the bearw Tim and the bear and the bear to the bear.

 meow: "", I everything is.љу those said family for Tim Apol didman: the bear achieve:,, the bear
The to me. The saidared, Tim and the to the beares. He is Tim and the one dty, the to the bear who you. Theenles caneled in the windw buddy. Thesten,s the be in your heart, and makesout, Tim andle. Heon, Tim and says, and makes a difference.
adive Tom and makes Tom and sings. Tom Tom and Tom, and makesover 1. Tom, as",0.274,33.3,183,512,250,runcuda_512
19,55,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Grandma was in the kitchen getting ready to prepare. She had the ingredients for a tasty dish.

Grandma said to her granddaughter, ""Are you going to help me make this meal?"" Her granddaughter, Jenny, replied, ""Yes, I will help you!""

Grandma and Jenny began to prepare the ingredients. Jenny was clumsy. She dropped did our friends stitched in the farish biggest did guide down time. Thenyhed spo think
 enjoying a helpful three daysful of their friends just theilit door memoryuringads stitchely judge offul of their friends just in the friends deal po stinottedes the friends right nowwardfuli explain explainedWhere is bo..."" enjo Finally did both friends just the out,""Weeks as'sis never surprisedatterable ballon of sure workedidasother beaming hers revealossive neater and giveogether steps to makeup biggest of them just the saish did hereyth work to joiness friends just the biggest do big brotherons toys by two down sizes onesworkite plan ahead of to insp.'"" lesson, h",0.283,30.9,166,512,250,runcuda_512
0,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a bunny in a field. Her name was Lucy. Lucy loved to have feasts and parties with her bunny friends. One day, when Lucy was about to leave for a feast at a friend's house, she realized she's starting to feel sick. She was so weak she could hardly run any in the other days, but she was happy to be able to go to the other day was to beef, then, life in in the end to over and say thankfully to God. She said, butterf., ""reed, to the be whole, then,, then, and how, then veryan, hopped in the end up and then would never stop..",0.24,28.3,122,512,250,runcuda_512
43,52,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little boy who was always naughty. His mom was always telling him to be good, but he kept disobeying her rules and ignoring her warnings. 

One day, he was so naughty that his mom decided to punish him. She told him that he had to a once, but he was veryaringaring the same handest and his, his momed ago.
trrowdings up with,mon lot of the first, brothers, and with a verycks, and with a very handsome Johnled ago greatone, and with cream, he said and saw and saw stepped againtrons,ream and startled.apesendless bears repeated what far away and with a very closely and the lastight agoendendendapons and all of feet, and with much veryck, If the manaron where he lotion and give it far, two long in from about toest long so much note, learabtrend lotion end,,. que enough, exactlyay much sailedently . quelacer waight wouldnededed highas please stanced he and alongside theadowsang miles know to begin. The long",0.283,30.5,174,512,250,runcuda_512
29,89,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small girl named Lucy. She was only three years old and was very adventurous. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across a ladder leaning on a wall. She was curious to see what's on top, so she climbed the ladder, but when she reached the top, the ladder fell and she was stuck.

A nearby park ranger noticed her and shouted out, ""Ies"", it justs"", and all sorts. fed saleoap'nightnight Whilelyan's friendsers all goo'sile believe in the inle climbingbed an incred doggons until and goan's friends,an, and goins. knowappped this long ago. forth long enough, and all of finally found keptstients waiting and, and allcketsful treatsi'd moongy on the inaryively palsonhino byve friends, and long ago. Noon knowed,weer up. Together wearing allow knowestsestsly and believe in the b come true",0.287,30.2,164,512,250,runcuda_512
22,70,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a mummy, a daddy and a little girl. The family lived in a house and the little girl liked to play in the living room. Her favourite spot was a big, comfy armchair. 

One day, the little girl was playing in the armchair when mummy and daddy said it was time to go. She didn't want to leave, she wanted to stay in her.. When ran.
 every day, until the little.
But it was no longer and forth toys.
 On the first, their inws and through through-to on Christmas nighttimetime.
The nightows ate the meatTHEbats your their friends toys.
One dayily, nowig- in the dollout the months, the months you love, the monthsarbne were a.
The little, since, two weeks later nighttime.. The year-. The lastlytress by the timessendend in the town. neighb for.
The littleen andy, growled. They cane-oo,ed outsmartestous kids.
The kasy know. Tiny roaring stories",0.276,33.5,162,512,250,runcuda_512
20,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a boy named Max. He was at the market with his mother, where he saw two things he wanted very much: a toy car and a jumping rope.

He knew that his mother would not let him buy both of these things, and that she would probably tell him that he has to choose one. He said to her, ""I want both of the way to the horizon 'Dad a stitch both,is and the be finished tipt blood.
Max and for a long ago, the two two grow to, and and oneone. They were long of the el, andly, golden apples",0.24,27.6,115,512,250,runcuda_512
24,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a small dog named Spike. He was an adventurous pup who loved to explore the world. One day, while he was wandering around, he stumbled upon a big tree. He saw something shining at the top. He wanted to climb it to see what it was.

Spike placed his paws on the trunk and started to climb, but the trunk was too. Heluggled, a long,""’ a longed, it is, and you can be.” and take a three year. The Little diders, and the three and the three and climbed.ens days.
The three playfully.
Oneythm come to three friends,as meantTowel climbedl,""ed the three come, a a.asedle, and off they,""tgr brothers and gowalk a come below noonung and go.
ards and jump and the,, and and bottom and andhed twist longi the. closely, sure enough of course twoud thing and and jumped. bottom times around all 'You k boptry and Inredaredared a plumber were full growilon goatsy along you and",0.286,33.9,172,512,250,runcuda_512
13,28,"Transformer config: 6 layers, 6 heads, 288 dim
Jimmy was on his way to school with his father when he noticed a tree with strange looking fruits on it. He asked his father, ""Can I try to beamedet"". His, his eyes and asked asked three year-on.
es, his eyes, and his eyes, and he was so",0.201,29.0,56,512,250,runcuda_512
28,71,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl named Lucy. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across an old and long rock wall. She was curious and wanted to get to the top, so she began to look around for something she could use to climb it. Suddenly, she spotted a and said, ""Let'd go and find a mag tree and an tree",0.228,28.3,91,512,250,runcuda_512
38,32,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little girl. Her name was Julia. Every day, Julia helped her mama do the laundry. It was her favourite job. She loved to put the to a toy everyday, and all C a puzzledled a puzzleed together,, and it was a little boyn to goof.
One daydbbers, and-d two-yearss-Dolls try growled� and Jenny p one since,,na, Damps. She three- to a house, and she and,ckers, and said, and one day. She,, roomparclesars, and with a small, friends to and toy p STR and gave from a child to an egg grewharedared three--cycy feeted oneged put on astudged a toamed and and said good friends friends ofareded a child toys, and one daybye gave away to a dog friendsitingled, “You all friendsged oneared, “ hands, and one day sorryared “I”lied two friends we wanted toeded “”ared- sorrygy’s momight and one day brotherler wanted to",0.271,33.0,158,512,250,runcuda_512
37,32,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Timmy had a goal. He wanted to fit into his favorite toy car. He was very excited, but grumpy too. He tried to fit into the car but he wased alreadyiny and saved right at theiny little. Headbed until with his eyes untily.
.
 of the brothers and see son and and see howy to!""
Steight hoursed of hours' skyless hoursy..estone a longed from the. grewy to threely more hours much more aheady enoughy all of their hourselswe mistake.""
lyvery in. When In. hoursed our two excitedlyy d tall laughbborn down theending uponending their ago""Well'orrow andings excitedly place""ending didD all the three inside theattering the's hard hours dis If hours days moralnwe learn brothers. alongside.”"".OneOne more until..""ols..""year down and and, sure hoursout mistake."" groundlessyedme trees andbore- writtensy all ofloidwersbr tickest hugentsOneys des hourseded wrong.'ight friends hereless oney the first.” morning and her moreat feet bo...""orted",0.279,30.1,155,512,250,runcuda_512
25,63,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a mother and daughter walking in the park. They noticed a bird perched on a branch, singing its song. The daughter shouted with delight, “Look Mommy! A bird!”

The mother smiled and said, “Yes! See how colorful it is?”

The daughter then asked, “Can I share my snack with it?”

The mother replied, “No, sweetie. That's a bad idea because it was a branch, to the same,, seenna,,, and it.
The three years old their eyes instead of the birds. door.. They smiled and said, and said, and thanked for the story and said, and said, and then said, the three. Each day they did it, goodly,,,ss, and Mom.s,ings was All st to for the,, for a toe, for mat and toenc tiny questions for for a aselves like to one on,, for a toe saying sorry,,s a toe toing,. an,.
Oneftered questions one toe.""
The off the toea. After toed to with a toeen say,,s, and the er",0.273,33.5,170,512,250,runcuda_512
12,28,"Transformer config: 6 layers, 6 heads, 288 dim
One day, a bird was flying high over the sea. At some point the bird noticed small boat with a boy sitting inside. The boy looked lost so he could not see age he was alone.
 picked knewbles to his heartared. He was a in the middle the boat. He was a determined and wanted curious with his new their missionthion.. the bird, their three,, three they were the bird rem them.
The three. The three was soend the two onceated the birds. Theckeses were thepplder, one of Amony'oon. With would begin. They were filled their friendsams, one of and start its r an adult!""
The day of her friends and of her with a special boys and towel the. cleaned her with apy feet sat down to closed his artist close their either everyone response towards the two with a. visin longer hourss it would toby sailed one!"" drywel sw forever and walked a great friendsunt, pose veryash first doze the the Jim living back timeually indeed of them visits homeh a longent either letterbrswel friendseses with hungitsal a a great andOn friends withless pirate",0.277,29.1,194,512,250,runcuda_512
21,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small brown mouse who lived in a big tree. The mouse wanted to be better friends with the birds that flew around the tree, but they were always too afraid to let him get close. 

One day, the mouse spoke to the birds bravely, ""Please don't be.. Het.le likeggles and he was noon, but he was still the mouse anis..
 three times, and then it goes, in a circle, and a will.

 three times, then, 'We are!' whole brothers-on, and '
 ''ve'.
 most of them all three and count their fingers and say 'We all's!' startcked '',,""'.'"" 'We alltered ''ve' and and and go'ight.'
denly,""''ended't,""
war.
Mom andhedever they'ight on either.’s,""
”’s little friends and say, '’li, and 'We all the'’soff,"" said, anded.
 'th and say 'We',"" said, 'thhiy, ' ''. ' '",0.284,30.5,148,512,250,runcuda_512
30,33,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, in a far away land, two best friends, Bob and Jill, were playing hide and seek. Jill hid below a large wooden table. She was very quiet so that no one, no one week lon and startlele. during the first sets, a the firstbs and canmates"".
 and lunch they were three little Jack' steps him who 'b and decide what happens a storybook he from that steploiseryster, one more and and then outungad stories toil stage. doneedOk, please cans downward steps steps goats. knowsry showid down. l heavily decisions swapiled th herself around yours turns knows them steps too board ais and lembapsish. steps downward will inft ha ago by axMayings grow steps, one moreores upon eachppeds the pl shallow, and until and sale and roend back r steps forings much most isto and tricys fromasid awole stories, one endizid-ents day, one abilities together one morey theicedadedould toys,itive Everyonehere replyadows highestunggrlet for and then lifetimeoration forung rotting",0.279,32.7,169,512,250,runcuda_512
11,35,"Transformer config: 6 layers, 6 heads, 288 dim
""Ben, what do you have in your pocket?"", Alice asked. ""Oh, nothing."", Ben replied. But Alice saw that there was definitely something in Ben's pocket, and she was very curious what it was, so she had a knitting.
A few two knotses, but they were very careful to beamed. Alice was a little girl, and she was very smart. She knew that either were not so she decided to beamedive and asked for her.
AFirst, ""Can I listen in the kitchen at"". Alice smiled and she said was a little girl girl.. Alice was a three be the one, butter, and she was a. She said said knew,, and she thanked for her started.
A Alice and she was wasie, little eyes and said. They both, their little Alice and, were now,"" and they were now,"" to its of. Alice and they were many years to, thanked
Alice were nowhere to wait, and Peter and and they said were the in in the beamed Billody, and and give its At noonon,, they were were. Will, p to.
ocoa, said long to, and close their three,",0.271,27.8,193,512,250,runcuda_512
23,55,"Transformer config: 6 layers, 6 heads, 288 dim
Jack was a chubby little boy. He liked to pick flowers in the garden. One day, he went out to the garden to pick some flowers but his Mom said he had to take his medicine first. He didn't like the medicine's taste.

""Do I have to take it?"" Jack asked.

His Mom nodded. ""Yes, eyes to the th eggs to the thornles to the thorny cars don’s don’s cannotah to sleepy to sleepy toes outden to his far away they do yawntty don’’rele oed to a big houses toy beamed and all of them from all of little foot j rings andy beakary jail shoes day things fromcesces starting toasy beovelons at here in here miles and stampsy’ckets in indenseiahahydenes noty wereboard notble to angry faces toah sticksy be t seen andby antsah’icyy be whole to toah,” a st andyy beockes andoni and they chasinahle and from friends friends to to a gianted, toys",0.277,33.8,163,512,250,runcuda_512
35,72,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little boy named Tom. Tom loved playing outside, but he always had to be careful not to make too much noise.

One day, Tom went out to explore the garden. Soon he found an unusual fruit. It looked like a prune! Tom picked up the prune and looked at it closely. It smelled sweet.

Tom wanted to find out how the prune tasted, so he andinedwsy her and and forth, hoursoutoutonon long and go.f hoursy She andonws goff hours chanceised sameand forth longy Shearm friends playfullyakbyws footirlsite. forth siast fromhed thisonelywsf permending abfangingreently wrong times found boyswsfulleyeliled up hews he true friends again, this saw the sun finally found eachy so much hours thought doggy pats and forth againstelenakesyy rescuec was enoughShe saidileywseded victory dadys friends just enough enoughy hours airive be sips breaking the sunn STR hersys just he hatsleepling-oworm but teams fellarsws sea wasdyws Timmy boysise",0.285,29.4,163,512,250,runcuda_512
4,29,"Transformer config: 6 layers, 6 heads, 288 dim
Alice was bored and wanted to find some adventures. She walked up to her friend Ben, who looked vey busy playing with his toys. Alice said, ""Why don't wee?"" He askedustr, """". His showers laughed with his eyes watch and his tell off.
The next he was a biteses's, but he was very curious. Hele was the same,, and he a big red nose up. He softthing me right down thehe himself. Headat as he looked around forsand looked for a bit and saw he stoppeds, crunchles, sticks, st afraid and then little stul.
lesed down to downst.ke things that it st to eyes, by heart eyes at turns in his mouths and he knows what does!
 up and he'll never know!
 twicet know he'dthing, nothing serious. He is the first! He knows,,! He was!. He, Little who knowsers. He was three' know to beamedes for a weekendsantden times times. That was was time,,, a a week older eyes eyesed eyesles! Hey a nights you've",0.273,29.9,173,512,250,runcuda_512
26,98,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Max and Alex. One day Max invited Alex to his house for lunch. Alex was excited to accept, and so they went.

When they arrived, Max told Alex that he had made soup for lunch. Alex was excited and thanked Max for his kind invitation. Max smiled and said it was easy to make.

Later, it was time to eat the soup. Max took the first spoonful and tasted it. He realized something must be wrong with the soup, because it tasted very weird. He said to Alex, ""This soupsed""""
Max and Max waseded up for his eyeses that day for and lyised up with Max's ago, Max and tucked in bedtime an hourmed off' eyes of Max.
Max and then explained to what toy had fought Maxear.aded ate, and toy and pleadedmates he was- eyesightighted.
Mumm Whenined out investigate and what to for foright goose eyes, and what to to said'mon stepped.
Mum alongatter in as long monthsss and how all the brothers of their",0.292,32.2,182,512,250,runcuda_512
31,29,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a pumpkin. It was a very special pumpkin, it could speak. It was sad because it couldn't move. Every day, it would say, ""I wishlarowlarrel, I saw the pumble"""".
One day, two to. It-Pet, pet, pal, andigs,ets. Igy,, Roseas, P to the patience. It example for theon bears a hourively hits and forth James goins headed down high andilight had been playingon' eyesightonland’time, flyautilfullyighted useighton'on'ightOne hourola whatigigphonsh eat choorn whateltak,enakightilt-, tonight enough time, goats to choopt off noonYouerod energy aheaditsOncriptorrymoonoded off rolledowandy andmemeasighted and oneonars risked down just been letriedoneest- and andry off.""rywdalsapatsats lives large seenvees'monidaspeardilledderstarsonorkions somewhere you true love, grow measinny",0.271,29.3,116,512,250,runcuda_512
18,43,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a young girl named Anna. She was three years old and usually very happy. Today she was sad because she couldn't play in the park. She had asked her parents to take her but they wouldn't listen. Anna insisted thatpeed her. Annie, the her to. She was so excitedively, she was soakingol mic no more.
The next. She was a from now nowhere to be seen, butterff to a special. and it was a special. but it was a how she was she was a magraped. She was so happy to be seen in the sameersing and herwaying the girling her daughter daughter.
The girl was so proud and sheients of her daughterest of her daughter. She, time from ago. She was so grateful. She was an old that she was",0.251,28.4,142,512,250,runcuda_512
39,81,"Transformer config: 6 layers, 6 heads, 288 dim
It was a sunny day and Ben wanted to go outside and play. He grabbed his toy car and ran to the garden. Suddenly, something pinched his hand!

Ben looked around but there was nothing there. He was scared so he held onto the hoop tightly.

Then he heard a voice. ""Don't be scared, little one. It's just me!""

Ben looked up and saw a big, scary spider. He was scared!

The spider smiled. ""Don't be scared, I just wanted to beamed towpitedfire.es little Samto the for the brothersasuit the belees lineded an...""
The three times, Johnny and",0.241,27.0,106,512,250,runcuda_512
33,59,"Transformer config: 6 layers, 6 heads, 288 dim
Mum was getting ready for bed, so she told her son, ""It's time for a bath"". He nodded and ran off to the bathroom. He watched as Mum turned on the bathtub, the water pouring out of the tap and filling the tub.

Mum asked, ""What do you want in your bath?"" He thought for a moment and said. Hestfail-fight, he was a, and a bath, and a goose was were two! a...y, the to of a boat.
 Please,
, three years old to the sea on a a new friends toys.
- younger""Mom, Dad
M and canys, butter, and can bes!., we, cards, Dad a little brother storyt and,, a long ago, Dadad eyes,,,,, and "" momod sleep h.ore and and D
la and a.odonsodons for the inedry and said and and said and said of you wanted in, one by and say,,as and seeleing five years,, first,s go and readung. big their and say weed,,",0.272,33.5,165,512,250,runcuda_512
10,29,"Transformer config: 6 layers, 6 heads, 288 dim
Alice wanted to play with her doll, but she couldn't remember where she had put it. She looked all around the house but couldn't find it, so she decidedon gonero and I-Billy Sam D two friendsamed. did all sorts of and windows.
asтараarsed away all Love and puzz and while. of a family ago. They and, andMaybe,, they were in a story- and they have--One and they were written j",0.22,28.4,78,512,250,runcuda_512
