example_id,prompt_len,gen_text,time_s,power_w,gen_tokens,block_size,power_limit,config_name
27,44,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl called Emma. She was only three years old. One day, her aunt said to her, “Emma, would you like to go out with me to pick up some flowers?”

Emma was very excited. She said, eagerlyl seenur spoken to her family of a beautiful in the happily onced whichertinaestases he was noon platey becauseals tagons seen Joy masterel.!
ibi weeksing thought about to beamed healsed again. from that hairks back homel again. They sat proudeds finally learnt again more and all the newsout the feeted first friends friends: litly brothersests take big feetin intoosesatter captureTastends down a beung all-It eager believe again. reactesed down ago and gathered closeonsas feet that it growledl feety with great businessyl noteellsyless choicesingly theas rightrai bath the jBack and lot long school done the togethere admitasVeconsgr by a King,ound down and much ino ch 1 chir takes us watched a nearby us and with hung hungungMay beameded in the jasmar",0.27,28.4,172,128,225,runcuda_128
2,66,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a hamster in the forest. Every day, he would walked around the forest and looking for adventures. One day, he heard someone calling out from behind the bushes.

The hamster listened carefully. He realised that it was a small mouse calling out for help. It got stuck under a heavy log and couldn't get out. The hamster immediately realized that stepli the camp a great hours' her.ances little testyardedoral find’ watchter friends girlsoneedar look foot closely and perform andung animals hersi'li about the on sometimest and from the the woodededed for fed Inore turning old ago an egg admit cultura seenains friends theereritation whetherendon' agoftied,"" down thoseedgedless sureless sure seen sure friends toeshadowious questionsestsa'estsestshededhediceer Surey and give beungl longer learnyy close and toyroendendably down onesinrow Thenriedendsiceats down toingly to thirtares hi you toBut spliltiledy glad glad introduce described andsmvestalsiceasrydenished. friends toedone plans hours chollles",0.272,30.3,158,128,225,runcuda_128
41,50,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a boy named Sam. He was three years old and very naughty. One day, his mom told him not to touch her phone but Sam did not listen. He picked up the phone and started playing with it.

Mom saw him and said, ""be careful not to blema andterfully..l when far and online myself. leraster firstlsaredairsight an hour putar.led in theend again’monl.ances timeiear uponests finally managedWhose stacklslight planning and lateightoundend said when itear kettledled up a.ledlll abamy new friendsoresightons.ours ofs feet.ilt in our feetittleear stunning-Oneinl kitchened again.oursileons done thBacklpt seenurry figureave down in. commanded one by the togetherar'ard.olds finally cut",0.252,26.6,111,128,225,runcuda_128
32,39,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Sally and Joe who liked to go to each other's house. One day, Joe wanted to visit Sally so he walked up to her house. He knocked on the door, butter, the chair was a one of in to be seenat.
 know bud at to go to the be was a to.
rooms, a new and root. Theywards a week was ago some of the Goatsartr.
 flow towards. where they were the clock. Hossoderather. After Mouse and and startve'' stat to found think and observe whole and fourars an answered the three ofed,, choakenededid feetinged. onets tryantstills its be seen done thatale, what a tracks of themients.icks outsmisinsy themveers namedatted Many BigArr heads us sinceyabel do its sun onal divisionry everything beungnorayed humansBut shadow since friends shrankive saft to by bited ofalsed first since afterwardsapsrayed hi feet notecheolsMayryed off and weaw nedder lives Apolbyeyop queubed downather friends tops onealendsle",0.277,29.9,165,128,225,runcuda_128
36,38,"Transformer config: 6 layers, 6 heads, 288 dim
Once there were two friends who were walking together in the park. One had a cane and the other didn't. The one without the cane wanted to borrow the cane from the other. But the other friend said, still than even though-, eggty toyshed toirstty noten up inside as rooms and and friends, Louise'ions on for house. letters and hung aboutls down3earitsare and hung up agoits myin life.ls downwardon and life friends up and aread as parents feetained.irsthedinvesls shookainedcerestyed podver Surey hours feet up everythingend ohoneed did an lot marrieduceonalsed sounddenry cooks married begin.bank feet two'ed beginedl wet ago walls closeoringryryryingsryo noteellsFinorly marrieditations joined forces they justworth meant upowed down theyring injapt rainy feet andinedson and giveest married beirstingedaw confident proud SureofIt tall sawest bleoice finally One awoleeemon feet down andidinges in theoneitsing stories andoun marriedals between newationseshadowtress ripMayingsoutwo life to",0.268,32.1,149,128,225,runcuda_128
42,62,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a black cat. The cat belonged to a little girl called Katie. Every day, Katie would take her cat for a walk in the park. 

One day, as Katie and her cat were walking around, they saw a mean looking man. He said he wanted to take the cat, to which she replied ""This cat belongs and their furray. and bigapyy and Katie.age of them all the dog'oun..
K Katie finally found a newed K in a and soon Katie were now Katie’s spent their familyy and windowensed. and youout their family offden over-fectionaking samey neveral andoreubble across across’ading ones byidasnyOneiture growroll the fur repa and walked homele happ hours already ofits down Kay wholeisa and giveyalsex friendsedared l ago happily,""y and sure enough live spent and longer promedakerybe and giveatsy and and below, butterestsaw lotittle walkedverastedrother farther off to thid longer than enough, togethericallyfound closer andoreOnenightnightets does�nightone theirhed andarep",0.268,28.4,164,128,225,runcuda_128
16,49,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little bear named Diva. She was hungry, and wanted to bake a cake, but she didn't have any sugar at home, so she decided to go ask around. She started walking and met a squirrel. She asked the squirrel, ""Would you happen and, and all the usedalsalsl finds first seen,l and stampar seen' ofers. Anyary the furoon the the the the th,, the the in thelllleleleet.adows a bitoringer floori a pieces again.lllungedbed and ago threeylser and thell quesed from that little foot. feeted,, eager first, eagerlyabraould times believeAtestsmon learnid bought the Ann down in reflection they would confident piceesty inone byl seenuric thoughtsuring theReadyas from thatin an bud toadyittle sea footprint rostand' inton friends confident onesy excited rockry obeyedilton, a boss aroundces- cory hisFin and and tell sureightskary to towadyestsone on bossry close of the bared an in by",0.277,33.0,154,128,225,runcuda_128
19,55,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Grandma was in the kitchen getting ready to prepare. She had the ingredients for a tasty dish.

Grandma said to her granddaughter, ""Are you going to help me make this meal?"" Her granddaughter, Jenny, replied, ""Yes, I will help you!""

Grandma and Jenny began to prepare the ingredients. Jenny was clumsy. She dropped to the stevers, until upon world of theble up the week to the ste her.
led down to the drai anouted infection butilyisylandland animals.


 Patty. Pat g whole did. Pat the stMouse' ago thel of the dollalanddenjodckoutt lots and my, to go cho Surel hillhoby new over and each their feet wide and golden onesise down upon new the Annm be shadowowedorrow for the aboveells again andendships play ch new and queenla did!"" dided the gold",0.266,28.2,139,128,225,runcuda_128
0,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a bunny in a field. Her name was Lucy. Lucy loved to have feasts and parties with her bunny friends. One day, when Lucy was about to leave for a feast at a friend's house, she realized she's starting to feel sick. She was so weak she could she was finally returned breakfastdle- to the night. She haded a few her to to with her new by.l.end toin the againd thel with with anxious breakfast down to inonyony to.
The STR pocketed in the with an. Sheanonyonyonyony, toddle up, butar seekbel, anxmills up to her furle friends not. If'd.lilfort boss inil dreamendungddoss. claimedation and showily,ony’detphyed and since, farmerdle.rassed turnedung night night night: Please,,ededed to,icehed upon-.",0.256,27.7,129,128,225,runcuda_128
43,52,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little boy who was always naughty. His mom was always telling him to be good, but he kept disobeying her rules and ignoring her warnings. 

One day, he was so naughty that his mom decided to punish him. She told him that he had toys. After they all the one he,ungry. abee with his mom he wasins sure that if abighty starting come back.
ats.ighturyay wasiredocklightungight big jung sureed down. I do, much soon found 1ls across upon questions starting by able,Once longermillatter things. Onock a threetedet correctly  legs with bigirsturing cookorrow nightding and once as r legighed do.', happy prove?!ber done handastbe startingry doThat nightise across ro upon aysged broke.icked fun kept sholes.Without agoorrow the jys things go leg with so tell admit when on the,ay feet and abapay broke to been tonth  times timesasellasrorowsyay satisfaction wentooiceives means for toy games upon jump ro otherrimetid",0.272,28.7,161,128,225,runcuda_128
29,89,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small girl named Lucy. She was only three years old and was very adventurous. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across a ladder leaning on a wall. She was curious to see what's on top, so she climbed the ladder, but when she reached the top, the ladder fell and she was stuck.

A nearby park ranger noticed her and shouted out, ""mon stepped.ared a lot ofwn andheise the Annedunged lead in theerin.ward sat sisters need cat and. seen feet. dones down and give admit they wasleedededed for two friends cat and togethered down and and and give watch theeded sat and byells one big footishSosedwers and hi sale feel. from in the junginele flying high at theavyicy green onea biggest plantshedy walls one small fur ended hungatened down an abelsstep longed sohe from from in thereeded fright in the themgededThey all by shoesish does",0.295,32.1,179,128,225,runcuda_128
22,70,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a mummy, a daddy and a little girl. The family lived in a house and the little girl liked to play in the living room. Her favourite spot was a big, comfy armchair. 

One day, the little girl was playing in the armchair when mummy and daddy said it was time to go. She didn't want to leave, she wanted to stay in her sister,. Sheil,,,. and ping awayheatled a child.
hes and thees the child. ago in outside the play.. The washaderel.l.ray the childa hadtyal ago was wasro the blocksight sure didl time to learn. The, three a upon news newsed,,odle above... Is.. three three come and A read.. Sueeded the honeyended all sat. underth includingdids On, andamed a weekly down andon grow grow grow secreuless and sail andy close to begin. WhenDays and go in the feeted to down and listen, and read tellincroweds doely.. days long its days of for dinnerry",0.283,33.3,168,128,225,runcuda_128
20,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a boy named Max. He was at the market with his mother, where he saw two things he wanted very much: a toy car and a jumping rope.

He knew that his mother would not let him buy both of these things, and that she would probably tell him that he has to choose one. He said to her, ""I want both a bathriingly. He aboutns wasows also one news found down..
ed to big long gru expect lot heil eagerlyendrip the Jazz soning homeach down and readyetsiration his to.dy lipsblebleble fascin intockets of startled' learning piggyfortetimeendend dive the first around wa sat atlele feet awaygeagonsasle brothers would give without of them onaserayed son' chanceeram fromared away power ago togetherobasry the first first. since myony thefound pushleaks just too sheubas beaming alongsideuring- aone them into chanceub be steppedtrryor cookry toase harmlly shadowshes indeed ready to nedRemloHlessellsidi ago register listening listet harder were wa me harmless between",0.271,28.9,170,128,225,runcuda_128
24,68,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there lived a small dog named Spike. He was an adventurous pup who loved to explore the world. One day, while he was wandering around, he stumbled upon a big tree. He saw something shining at the top. He wanted to climb it to see what it was.

Spike placed his paws on the trunk and started to climb, but the trunk was too much means. meant and whole out a storyt’s.. He be beamsed inchock indeed six as bigm a sound sound it.

The ago from then on the night the little time down. and the pupilight James' theiradows. Heather was,,, Jamesared.ilsle. Heellssells experience the pupphed thingsedska andyedtril Max and Max,,edssed in the Jim leastder,,, stepped,, and Max",0.26,28.6,131,128,225,runcuda_128
13,28,"Transformer config: 6 layers, 6 heads, 288 dim
Jimmy was on his way to school with his father when he noticed a tree with strange looking fruits on it. He asked his father, ""Can I try and an old theever planet he sh heavily in the same name never open"", he happ hisather in theing byingir feetlone andautiously beautiful and forth down in this mine half of a fewather in,wardweym very fe onesro cho reven nectro worn on a ra coouldould was especiallyights revenatter eager hours ago lines ran off in the dias ready of littlerankeworm two moreed myself and stepped based told little above open and times expectingynalsless wins thoughtively run by creptightsativelyiby overfloweduringakle bottomy-ungoh crown ofplug brothersa be nolysedicklelsulentulive cho admitry beamedDid serious.ward doesroryyars forings thery earhedrocrow contentlyoksedned and madeocasful revenases were keepsiredes worn no hairro and down one feet heavy jumps forests asairicywell worn jifow and sea no name four very from handedeach waschild seen cannot whole long ourowed down upon each sun",0.274,27.1,166,128,225,runcuda_128
28,71,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little girl named Lucy. She loved to explore the world around her, especially when it was bright and sunny outside. 

One day, while exploring the nearby park, Lucy came across an old and long rock wall. She was curious and wanted to get to the top, so she began to look around for something she could use to climb it. Suddenly, she spotted a littleens perseather,.ty everyaky andtyather met.
. Theyil forung, and ago goins and sailers meet and forthrip down and until camped introduced furnituretrembers itsear.,""ons tohed seenlslend did shop down zoil and sail things and small steps growl breathpe samebird a camply door reflection tipto everything closely intoed and sail noon excited about’Bo friends friends toble one bodies did their day days and go toions the itsalsests down onesed do atr alone upon forallents and handsry them first the Jimone a a jumps days of wait and onetas and giveetsorrowents online a greatinbed into their theve doing tastinners youhed doggnightetasine",0.281,32.6,177,128,225,runcuda_128
38,32,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, there was a little girl. Her name was Julia. Every day, Julia helped her mama do the laundry. It was her favourite job. She loved to put the mum m sofa waschoots and m mons' do soon",0.201,28.6,49,128,225,runcuda_128
37,32,"Transformer config: 6 layers, 6 heads, 288 dim
One day, Timmy had a goal. He wanted to fit into his favorite toy car. He was very excited, but grumpy too. He tried to fit into the car but he was the aff said he was a Luckylels. he.
The remembered, window,ung andlelell key-offericy and rolyiseungers inboatoffoff. and iron done a..
 hum down seen a village across theon with a a forle faces up donemon, ung",0.222,27.6,75,128,225,runcuda_128
25,63,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a mother and daughter walking in the park. They noticed a bird perched on a branch, singing its song. The daughter shouted with delight, “Look Mommy! A bird!”

The mother smiled and said, “Yes! See how colorful it is?”

The daughter then asked, “Can I share my snack with it?”

The mother replied, “No, sweetie. That's a bad idea becauseed,le. questionson.areded,,,, to",0.217,27.0,73,128,225,runcuda_128
12,28,"Transformer config: 6 layers, 6 heads, 288 dim
One day, a bird was flying high over the sea. At some point the bird noticed small boat with a boy sitting inside. The boy looked lost soothared away were an the duoss inside to do. duckersheret everyday, yield to many huge,eyed the duck wasoutylormQuack lotionly acts their family.irsty and andons, duck'erely:l long agoestone of the duck'onapend family'l since big troublele of open lookestsdayirstyOne ray dogg doesrog close was brother brothers more loyal friendsing around them the du.hed down and their friends friends headn. done byve agoing themonnonsment forMay and forirstyowedy feet in waiting just.. enjoying same note, expecting by lot, again.trendononsirationtest house friends abap meetsveroneilowedouncingIt tall feet seem to batterelt more byowirst foot andy notebrained in shoheded upite down upon batterle h trees amy close and go'3 up everything thought no sureedwardons gainainedskaroend true a small Until expectyells of exactly competitive",0.267,28.4,150,128,225,runcuda_128
21,54,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a small brown mouse who lived in a big tree. The mouse wanted to be better friends with the birds that flew around the tree, but they were always too afraid to let him get close. 

One day, the mouse spoke to the birds bravely, ""Please don't be afraid to the mouse a happy androight"".’d.if he glee’ patience.
Oney andhe’ships worn a beautifulest girls hairy pationings for a beak entireushin down in the k possible possibleined offing around below below andaklllllslBackl bottominling meet all sites ontron for the turns and decideinle its familyButippest lit friends ofs upbetress theilasted each day big brothers Lisa of all the zoens toless one trees, andittlero andensbell' andenseterOnceensilil palsl knownesling them just thetrearittleadsidendinged bybedon searybe brothers and growryry obeyarsIt'lidending atress and givel swattedfullyry footprint thoughted back.,"" shall seen,le daysri",0.282,33.1,148,128,225,runcuda_128
30,33,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time, in a far away land, two best friends, Bob and Jill, were playing hide and seek. Jill hid below a large wooden table. She was very quiet so that a blockst at theats finishing theilinger and introduidils their friends of powers and spend theirto goose touched belowendyend read,,ossy down foot down right away three new lastestsingliestainsbedest gone everything these down the Sure eyesnyden a its furd, belowendur beginle headmruits longer since their luckyButTo callsentsless three Cats downousItone new sureedinglyoss report back down below friend open all!”!"" Theyboard knowinged down and listened enjoyray',"" stop introduinesHaveals andeshadowed’ lotion taller newone higher sureonons meet meet expectediest dayendingappy busyless highyok Onished водо� practiceuring judg ic done themselves hers meant, and sureayed cut’ in the joksedhubould division If small enoughisk admit down themselves stopen knock story decide be new little for suretgry higher one more If only furryise shows down down shinynessboiceingly down earnedim big",0.275,27.7,162,128,225,runcuda_128
11,35,"Transformer config: 6 layers, 6 heads, 288 dim
""Ben, what do you have in your pocket?"", Alice asked. ""Oh, nothing."", Ben replied. But Alice saw that there was definitely something in Ben's pocket, and she was very curious what it was, so she was a new friends of them downst childs sm. He',, wased were,,ed down high and the,ens was wash and’s. how iron saidled was so close a human boys kid come friend toddler did was wascklers the was told the kid kid brothersandots did notebook an hardest matterells practice morning ago wasedleed. bottom Pattyed in able to the kided toddleranded them were asked the grown-Oneight awole meet ago there hours each wish,, expectingile times theyed downlele feet feet.  ago times spendouteded down off work shared buddy feetriven chanceied to of feet he times meet as long ago night'sidty friendson of upon what onet off in surefully. When she miles does friends worth two ripped down in the j sureest side sure ones,ed feettr boo jouldMay amid feetok wild and whatoney did",0.277,33.0,173,128,225,runcuda_128
23,55,"Transformer config: 6 layers, 6 heads, 288 dim
Jack was a chubby little boy. He liked to pick flowers in the garden. One day, he went out to the garden to pick some flowers but his Mom said he had to take his medicine first. He didn't like the medicine's taste.

""Do I have to take it?"" Jack asked.

His Mom nodded. ""Yes,ed Leo foreverer note notes resist theork cried out Alabamaauc a much fetchar friends reader down and.Jimmar and doubleon ofedy closeamedung. ro many whole thelseded.ans note 'oneeded old,"" trees themselves spend lot of their friends note, saidsedestsyou and ro beamedast lot homehinlessoundibiveysterywlsaryary and asked for meet and and playingicy beefings,ons andboalalyingckets ro of themals bud lot of ri ri riipped beives was beung from the pboard. from the pib dogged thoughterynessry beives desls,iesies ank down and give, to beives on and go choaded lotllurs doggededry closeed into. studio budiceedboardry",0.279,29.2,151,128,225,runcuda_128
35,72,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a little boy named Tom. Tom loved playing outside, but he always had to be careful not to make too much noise.

One day, Tom went out to explore the garden. Soon he found an unusual fruit. It looked like a prune! Tom picked up the prune and looked at it closely. It smelled sweet.

Tom wanted to find out how the prune tasted, so he and learnone andif playingendaty and andirstyapice they sat’icy andaking thoughtinedively fish never got up all the j aded upowed did andaponsingly fail climungout desed pleased toereared uponyed to the Jim theakishesensats agopping the Jimesttens brothers and giveles meant near towedoked learnt from that On petoo missed it hersatenest her friends friends notowed doakleeestestely all the punch hid. done married beakart lot possible obeyished. friends notsedInst been cook'ittle knewy closeestalsar down onesals sing possiblechild. sends onebit begget hers wild times rippetles responseOnce meetadyeterly ton forgivingifteded possible possible",0.284,29.3,166,128,225,runcuda_128
4,29,"Transformer config: 6 layers, 6 heads, 288 dim
Alice was bored and wanted to find some adventures. She walked up to her friend Ben, who looked vey busy playing with his toys. Alice said, ""Why don't weddler, and whatores walk in can. The page inled the child, and wasment wasiamed child had to wereearly more intoend enough, her mother challenge towards on the couple back in hers the child heartb mistakes, and said showed from the child had. He of toossy to just theely brings a smallly water andoss one. Hestro moral front potatoes called foresyy knock times waslandy toach to.oonled there toning at big to talkedleslakeiny afterlelearful knew continued a smally just challengeBut. Welcomeoniden toysondaped by knockheartatsy told from theasamed bud Onion toy never did and guess ahead of moral doing tobyeums in the patience ahead ofs don toy toys dogglediteyfoundapedobbed and endlele feetapings different minutesden for the pink days marry from the pawsyys butendyy down toys powers. When youould",0.274,32.7,161,128,225,runcuda_128
26,98,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there were two friends, Max and Alex. One day Max invited Alex to his house for lunch. Alex was excited to accept, and so they went.

When they arrived, Max told Alex that he had made soup for lunch. Alex was excited and thanked Max for his kind invitation. Max smiled and said it was easy to make.

Later, it was time to eat the soup. Max took the first spoonful and tasted it. He realized something must be wrong with the soup, because it tasted very weird. He said to Alex, ""This soup a theilitfection,ilatter goo bero andaw",0.235,29.1,111,128,225,runcuda_128
31,29,"Transformer config: 6 layers, 6 heads, 288 dim
Once upon a time there was a pumpkin. It was a very special pumpkin, it could speak. It was sad because it couldn't move. Every day, it would say its bestl foreshadow. P to know and from to noen p.encleletrice and what.

tricy gathereded the. lather j forll until Fish and four newsdlble and gatherMayop, butfll trueoresightenlFatie older being seenerledlle round sat downllanas to trees un andaw to jumps sink bud On bottom new...""autiouslyice new friends down and across down andounlo marriedoffone filledragedblingidled come ripp accomplished feet come toeshadow any daringMay roameded first sizes control in the pant sideattering and bottomaut iterve in the patience ready to ready and give sayls and givegs come. bottomed up lotest doors door front doorsryry l agoidite doesedlls as head ready toHenry parties just the Thens us shranked plantsska last sisters foreeshests down upon us meet and numbericetrigeirstoon none to ready for",0.268,30.8,156,128,225,runcuda_128
18,43,"Transformer config: 6 layers, 6 heads, 288 dim
Once there was a young girl named Anna. She was three years old and usually very happy. Today she was sad because she couldn't play in the park. She had asked her parents to take her but they wouldn't listen. Anna insisted that she was to the old evil, two the old. bottom,, wish, joined the was ants.
 todded, an old person. An late to the old, the old wasendin up inle side by a patience. The upon three was the girlcerceras were an onto the Paul,s. Theyents the human.ather. They three old and withless peopleiliserag turns andas of each since year since daysland hit from the watch the boardel an old tellsledweur anged that step stas hung our discovered.oss inondered offrow friends to and waitered tiredro'le!”,""Twhed our our storiesly waityears awole skipped feetancesils repeat their!""owed across in theidry sameigalslili oneson' just theaoransimcoml awor the lear to love shortry' new friends to rockryaken intoadowancesOne from the hi yearend",0.279,27.8,166,128,225,runcuda_128
