RQ2 Analysis Report
===================

Aggregated Statistics by (Power Limit, Seq. Len):

 nvml_pwr_limit  seq_len  Joules/token_mean  Joules/token_std  throughput_mean  throughput_std
            235     1024      137254.901962     347540.377115     1.731357e+05    80325.140262
            235     2048      137254.901961     347540.377115     3.462714e+05   160650.280524
            235     4096      137254.901961     347540.377115     6.925427e+05   321300.561048
            235     8192      137254.901961     347540.377115     1.385085e+06   642601.122097
            250      128        3538.570427      59401.566803     1.574085e+04     8485.251571
            250      256        3538.570422      59401.566804     3.148170e+04    16970.503142
            250      512        3538.570420      59401.566804     6.296341e+04    33941.006284
            250      786       98039.215687     300326.619585     1.335761e+05    60975.878938
            250     1024       98039.215687     300326.619585     1.740228e+05    79439.313018
            250     2048       98039.215687     300326.619585     3.480457e+05   158878.626036
            250     4096       98039.215686     300326.619585     6.960913e+05   317757.252071
            250     8192       98039.215686     300326.619585     1.392183e+06   635514.504143

Best Configurations (Lowest Joules/token) by (Power Limit, Seq. Len):

 nvml_pwr_limit  seq_len  block_size_x  block_size_y  Joules/token   throughput
            100      128             2            48  2.859477e-06 3.491163e+04
            115      128             8             4  2.950838e-06 3.360639e+04
            135      128             4             8  2.839574e-06 3.427592e+04
            140      128             8             4  3.127095e-06 3.402807e+04
            150      128             8             8  3.081070e-06 3.289474e+04
            165      128             8             4  2.900956e-06 3.400638e+04
            175      128             8             8  3.116610e-06 3.361345e+04
            185      128             8             4  2.942705e-06 3.373392e+04
            200      128             8             4  2.945369e-06 3.361345e+04
            210      128             8             4  3.164554e-06 3.349382e+04
            215      128             8             4  2.925895e-06 3.384811e+04
            235      128             4             8  2.889677e-06 3.361345e+04
            250      128             8             4  3.089555e-06 3.426124e+04
            100      256             2            48  1.429738e-06 6.982326e+04
            115      256             8             4  1.475419e-06 6.721277e+04
            135      256             4             8  1.419787e-06 6.855184e+04
            140      256             8             4  1.563547e-06 6.805615e+04
            150      256             8             8  1.540535e-06 6.578947e+04
            165      256             8             4  1.450478e-06 6.801275e+04
            175      256             8             8  1.558305e-06 6.722689e+04
            185      256             8             4  1.471353e-06 6.746785e+04
            200      256             8             4  1.472685e-06 6.722689e+04
            210      256             8             4  1.582277e-06 6.698765e+04
            215      256             8             4  1.462947e-06 6.769621e+04
            235      256             4             8  1.444839e-06 6.722689e+04
            250      256             8             4  1.544778e-06 6.852248e+04
            100      512             2            48  7.148692e-07 1.396465e+05
            115      512             8             4  7.377095e-07 1.344255e+05
            135      512             4             8  7.098934e-07 1.371037e+05
            140      512             8             4  7.817736e-07 1.361123e+05
            150      512             8             8  7.702676e-07 1.315789e+05
            165      512             8             4  7.252390e-07 1.360255e+05
            175      512             8             8  7.791525e-07 1.344538e+05
            185      512             8             4  7.356763e-07 1.349357e+05
            200      512             8             4  7.363423e-07 1.344538e+05
            210      512             8             4  7.911384e-07 1.339753e+05
            215      512             8             4  7.314737e-07 1.353924e+05
            235      512             4             8  7.224193e-07 1.344538e+05
            250      512             8             4  7.723888e-07 1.370450e+05
            100      786             1           128  4.708208e-07 2.151774e+05
            115      786             8             4  4.805436e-07 2.063642e+05
            135      786             4             8  4.624242e-07 2.104756e+05
            150      786             8             8  5.017519e-07 2.019942e+05
            165      786             8             4  4.724203e-07 2.088204e+05
            185      786             8             4  4.792192e-07 2.071474e+05
            200      786             8             4  4.796530e-07 2.064076e+05
            215      786             8             4  4.764816e-07 2.078485e+05
            235      786             4             8  4.705835e-07 2.064076e+05
            250      786             8             4  5.031337e-07 2.103854e+05
            100     1024             1           128  3.613918e-07 2.803329e+05
            115     1024             8             4  3.688548e-07 2.688511e+05
            135     1024             4             8  3.549467e-07 2.742074e+05
            150     1024             8             8  3.851338e-07 2.631579e+05
            165     1024             8             4  3.626195e-07 2.720510e+05
            185     1024             8             4  3.678382e-07 2.698714e+05
            200     1024             8             4  3.681711e-07 2.689076e+05
            215     1024             8             4  3.657369e-07 2.707849e+05
            235     1024             4             8  3.612096e-07 2.689076e+05
            250     1024             8             4  3.861944e-07 2.740899e+05
            100     2048             1           128  1.806959e-07 5.606658e+05
            115     2048             8             4  1.844274e-07 5.377022e+05
            135     2048             4             8  1.774733e-07 5.484147e+05
            150     2048             8             8  1.925669e-07 5.263158e+05
            165     2048             8             4  1.813097e-07 5.441020e+05
            185     2048             8             4  1.839191e-07 5.397428e+05
            200     2048             8             4  1.840856e-07 5.378151e+05
            215     2048             8             4  1.828684e-07 5.415697e+05
            235     2048             4             8  1.806048e-07 5.378151e+05
            250     2048             8             4  1.930972e-07 5.481799e+05
            100     4096             1           128  9.034794e-08 1.121332e+06
            115     4096             8             4  9.221369e-08 1.075404e+06
            135     4096             4             8  8.873667e-08 1.096829e+06
            150     4096             8             8  9.628345e-08 1.052632e+06
            165     4096             8             4  9.065487e-08 1.088204e+06
            185     4096             8             4  9.195954e-08 1.079486e+06
            200     4096             8             4  9.204278e-08 1.075630e+06
            215     4096             8             4  9.143421e-08 1.083139e+06
            235     4096             4             8  9.030241e-08 1.075630e+06
            250     4096             8             4  9.654860e-08 1.096360e+06
            100     8192             1           128  4.517397e-08 2.242663e+06
            115     8192             8             4  4.610684e-08 2.150809e+06
            135     8192             4             8  4.436834e-08 2.193659e+06
            150     8192             8             8  4.814173e-08 2.105263e+06
            165     8192             8             4  4.532744e-08 2.176408e+06
            185     8192             8             4  4.597977e-08 2.158971e+06
            200     8192             8             4  4.602139e-08 2.151260e+06
            215     8192             8             4  4.571711e-08 2.166279e+06
            235     8192             4             8  4.515120e-08 2.151260e+06
            250     8192             8             4  4.827430e-08 2.192719e+06

Best Configurations per Sequence Length and Energy Savings vs. 250W:

Sequence Length: 128
  Best configuration:
nvml_pwr_limit             135
seq_len                    128
block_size_x                 4
block_size_y                 8
Joules/token          0.000003
throughput        34275.920888
  Baseline at 250W: Joules/token = nan
  Energy saved: nan Joules/token (0.0% reduction)

Sequence Length: 256
  Best configuration:
nvml_pwr_limit             135
seq_len                    256
block_size_x                 4
block_size_y                 8
Joules/token          0.000001
throughput        68551.841776
  Baseline at 250W: Joules/token = nan
  Energy saved: nan Joules/token (0.0% reduction)

Sequence Length: 512
  Best configuration:
nvml_pwr_limit              135
seq_len                     512
block_size_x                  4
block_size_y                  8
Joules/token           0.000001
throughput        137103.683552
  Baseline at 250W: Joules/token = nan
  Energy saved: nan Joules/token (0.0% reduction)

Sequence Length: 786
  Best configuration:
nvml_pwr_limit              135
seq_len                     786
block_size_x                  4
block_size_y                  8
Joules/token                0.0
throughput        210475.576703
  Baseline at 250W: Joules/token = 1.000e+06
  Energy saved: 1.000e+06 Joules/token (100.0% reduction)

Sequence Length: 1024
  Best configuration:
nvml_pwr_limit              135
seq_len                    1024
block_size_x                  4
block_size_y                  8
Joules/token                0.0
throughput        274207.367104
  Baseline at 250W: Joules/token = 1.000e+06
  Energy saved: 1.000e+06 Joules/token (100.0% reduction)

Sequence Length: 2048
  Best configuration:
nvml_pwr_limit              135
seq_len                    2048
block_size_x                  4
block_size_y                  8
Joules/token                0.0
throughput        548414.734207
  Baseline at 250W: Joules/token = 1.000e+06
  Energy saved: 1.000e+06 Joules/token (100.0% reduction)

Sequence Length: 4096
  Best configuration:
nvml_pwr_limit               135
seq_len                     4096
block_size_x                   4
block_size_y                   8
Joules/token                 0.0
throughput        1096829.468415
  Baseline at 250W: Joules/token = 1.000e+06
  Energy saved: 1.000e+06 Joules/token (100.0% reduction)

Sequence Length: 8192
  Best configuration:
nvml_pwr_limit               135
seq_len                     8192
block_size_x                   4
block_size_y                   8
Joules/token                 0.0
throughput        2193658.936829
  Baseline at 250W: Joules/token = 1.000e+06
  Energy saved: 1.000e+06 Joules/token (100.0% reduction)

