RQ2 Analysis Report
===================

Aggregated Statistics by (Power Limit, Seq. Len):

 nvml_pwr_limit  seq_len  Joules/token_mean  Joules/token_std  throughput_mean  throughput_std
            165     8192       9.137187e-08      4.518510e-08     1.765779e+06   422902.655272
            185      128       5.832538e-06      1.568281e-06     2.144068e+04     5902.846845
            185      256       3.078823e-06      1.636986e-06     5.336080e+04    13911.734992
            185      512       1.772877e-06      1.194440e-06     9.809234e+04    35072.864332
            185      786       1.030366e-06      5.120566e-07     1.532418e+05    47800.474538
            185     1024       8.223749e-07      4.522944e-07     2.167306e+05    55641.055465
            185     2048       1.018685e-06      8.581012e-07     2.429916e+05   195168.350939
            185     4096       2.332362e-07      1.306597e-07     7.901621e+05   299325.351693
            185     8192       1.507397e-07      1.309311e-07     1.454997e+06   681178.536911
            200      128       3.333333e+05      5.773503e+05     2.726367e+04     8159.137542
            200      256       9.090909e+04      3.015113e+05     5.007808e+04    18838.453036
            200      512       1.111111e+05      3.333333e+05     1.071161e+05    26849.020447
            200      786       1.000000e+05      3.162278e+05     1.463352e+05    57341.519439
            200     1024       9.090909e+04      3.015113e+05     1.914119e+05    67455.949026
            200     2048       1.111111e+05      3.333333e+05     3.175906e+05   185285.934698
            200     4096       1.111111e+05      3.333333e+05     7.100780e+05   399984.324145
            200     8192       1.111111e+05      3.333333e+05     1.582564e+06   645959.651225
            215      128       3.898169e-06               NaN     2.643754e+04             NaN
            215      256       3.297563e-06      2.083635e-06     5.467674e+04    12972.663914
            215      512       1.919980e-06      1.108193e-06     9.456410e+04    36618.482000
            215      786       1.563701e-06      8.983957e-07     1.290015e+05    68023.138135
            215     1024       1.206613e-06      1.137822e-06     1.878466e+05    79737.172801
            215     2048       1.115132e-06      8.330251e-07     2.172447e+05   186320.769657
            215     4096       2.790438e-07      1.731503e-07     7.187973e+05   342693.502482
            215     8192       2.179370e-07      2.863221e-07     1.436948e+06   755013.763904
            235      128       3.423827e-06               NaN     2.892786e+04             NaN
            235      256       4.402676e-06      3.589740e-06     4.904013e+04    19355.487777
            235      512       2.353700e-06      1.906275e-06     9.085477e+04    42140.287962
            235      786       1.319421e-06      8.282821e-07     1.498624e+05    59344.630979
            235     1024       9.198358e-07      5.146456e-07     1.987964e+05    70031.132821
            235     2048       7.405440e-07      6.667684e-07     2.589982e+05   175589.801948
            235     4096       3.373651e-07      2.706457e-07     6.777619e+05   366204.729353
            235     8192       2.938290e-07      5.262521e-07     1.519337e+06   713848.664921
            250      128       9.393475e-06      7.313240e-06     1.753876e+04     9782.500549
            250      256       3.594288e-06      1.811919e-06     4.541818e+04    16694.102135
            250      512       1.546357e-06      8.911145e-07     1.028001e+05    23499.796249
            250      786       1.244042e-06      8.965213e-07     1.443175e+05    51954.048338
            250     1024       9.001646e-07      4.899280e-07     1.816054e+05    65902.145194
            250     2048       7.241119e-07      6.020899e-07     2.660235e+05   158265.899413
            250     4096       2.467899e-07      1.351678e-07     6.991500e+05   307692.505868
            250     8192       1.123061e-07      6.105458e-08     1.455575e+06   539371.668944

Best Configurations (Lowest Joules/token) by (Power Limit, Seq. Len):

 nvml_pwr_limit  seq_len  block_size_x  block_size_y  Joules/token   throughput
            100      128            64             1  3.996718e-06 2.547365e+04
            115      128            16             8  4.147881e-06 2.556727e+04
            135      128             8             8  3.102555e-06 3.296251e+04
            150      128             4            16  3.271240e-06 3.402807e+04
            165      128             4            16  3.124294e-06 3.428327e+04
            185      128            64             1  3.738319e-06 2.612671e+04
            200      128            64             1  3.971081e-06 2.616945e+04
            215      128            64             1  3.898169e-06 2.643754e+04
            235      128            32             1  3.423827e-06 2.892786e+04
            250      128             4            32  3.382740e-06 3.340990e+04
            100      256             2            32  1.633163e-06 6.188358e+04
            115      256             1            64  1.840080e-06 6.334125e+04
            135      256             4            16  1.829058e-06 6.166892e+04
            150      256             2            16  1.845971e-06 6.317868e+04
            165      256             2            16  1.833032e-06 6.359300e+04
            185      256             2            16  1.843975e-06 6.312882e+04
            200      256             8             4  1.736044e-06 6.119717e+04
            215      256             4            16  1.857429e-06 6.040015e+04
            235      256             2            16  1.846808e-06 6.293019e+04
            250      256             2            16  1.824507e-06 6.361829e+04
            100      512             2            32  8.165817e-07 1.237672e+05
            115      512             1            64  9.200402e-07 1.266825e+05
            135      512             2            16  9.221070e-07 1.263324e+05
            150      512             2            16  9.229854e-07 1.263574e+05
            165      512             2            16  9.165159e-07 1.271860e+05
            185      512             2            16  9.219877e-07 1.262576e+05
            200      512             2            16  9.376849e-07 1.240310e+05
            215      512             2            16  9.298795e-07 1.252937e+05
            235      512             2            16  9.234042e-07 1.258604e+05
            250      512             2            16  9.122534e-07 1.272366e+05
            100      786             2            32  5.319209e-07 1.900019e+05
            115      786             1            64  5.993137e-07 1.944774e+05
            135      786             8             8  5.052508e-07 2.024104e+05
            150      786             2            16  6.012323e-07 1.939783e+05
            165      786             2            16  5.970180e-07 1.952504e+05
            185      786             2            16  6.005824e-07 1.938252e+05
            200      786             2            16  6.108075e-07 1.904070e+05
            215      786             2            16  6.057230e-07 1.923453e+05
            235      786             2            16  6.015050e-07 1.932153e+05
            250      786             2            16  5.942414e-07 1.953280e+05
            100     1024             2            32  4.082909e-07 2.475343e+05
            115     1024             1            64  4.600201e-07 2.533650e+05
            135     1024             2            16  4.610535e-07 2.526648e+05
            150     1024             2            16  4.614927e-07 2.527147e+05
            165     1024             2            16  4.582580e-07 2.543720e+05
            185     1024             2            16  4.609939e-07 2.525153e+05
            200     1024             2            16  4.688424e-07 2.480620e+05
            215     1024             2            16  4.649397e-07 2.505873e+05
            235     1024             2            16  4.617021e-07 2.517207e+05
            250     1024             2            16  4.561267e-07 2.544732e+05
            100     2048             1            64  2.054062e-07 4.969909e+05
            115     2048             1            64  2.300101e-07 5.067300e+05
            135     2048             1            32  2.491340e-07 5.060289e+05
            150     2048             1            32  2.509148e-07 5.017640e+05
            165     2048             4            16  1.952684e-07 5.485322e+05
            185     2048             1            32  2.462903e-07 5.116930e+05
            200     2048            16             2  2.318055e-07 4.484148e+05
            215     2048             1            32  2.512963e-07 5.012728e+05
            235     2048             1            32  2.466215e-07 5.108761e+05
            250     2048            32             1  2.305867e-07 4.503078e+05
            100     4096             2            32  1.020727e-07 9.901373e+05
            115     4096             1            64  1.150050e-07 1.013460e+06
            135     4096             2            16  1.152634e-07 1.010659e+06
            150     4096             2            16  1.153732e-07 1.010859e+06
            165     4096             2            16  1.145645e-07 1.017488e+06
            185     4096             2            16  1.152485e-07 1.010061e+06
            200     4096             2            16  1.172106e-07 9.922481e+05
            215     4096             2            16  1.162349e-07 1.002349e+06
            235     4096             2            16  1.154255e-07 1.006883e+06
            250     4096             2            16  1.140317e-07 1.017893e+06
            100     8192             2            32  5.103636e-08 1.980275e+06
            115     8192             1            64  5.750252e-08 2.026920e+06
            135     8192             2            16  5.763169e-08 2.021319e+06
            150     8192             2            16  5.768659e-08 2.021718e+06
            165     8192             2            16  5.728224e-08 2.034976e+06
            185     8192             2            16  5.762423e-08 2.020122e+06
            200     8192             2            16  5.860531e-08 1.984496e+06
            215     8192             4            16  5.804466e-08 1.932805e+06
            235     8192             2            16  5.771276e-08 2.013766e+06
            250     8192             2            16  5.701584e-08 2.035785e+06

Best Configurations per Sequence Length and Energy Savings vs. 250W:

Sequence Length: 128
  Best configuration:
    nvml_pwr_limit: 135 W
    seq_len: 128
    Block Dimensions: 8x8
    Joules/token: 3.103e-06
    Throughput: 32962.51 tokens/s
  Baseline at 250W: Joules/token = 3.383e-06
  Energy saved: 2.802e-07 Joules/token (8.3% reduction)

Sequence Length: 256
  Best configuration:
    nvml_pwr_limit: 100 W
    seq_len: 256
    Block Dimensions: 2x32
    Joules/token: 1.633e-06
    Throughput: 61883.58 tokens/s
  Baseline at 250W: Joules/token = 5.027e-06
  Energy saved: 3.394e-06 Joules/token (67.5% reduction)

Sequence Length: 512
  Best configuration:
    nvml_pwr_limit: 100 W
    seq_len: 512
    Block Dimensions: 2x32
    Joules/token: 8.166e-07
    Throughput: 123767.16 tokens/s
  Baseline at 250W: Joules/token = 3.871e-06
  Energy saved: 3.055e-06 Joules/token (78.9% reduction)

Sequence Length: 786
  Best configuration:
    nvml_pwr_limit: 135 W
    seq_len: 786
    Block Dimensions: 8x8
    Joules/token: 5.053e-07
    Throughput: 202410.38 tokens/s
  Baseline at 250W: Joules/token = 6.895e-07
  Energy saved: 1.843e-07 Joules/token (26.7% reduction)

Sequence Length: 1024
  Best configuration:
    nvml_pwr_limit: 100 W
    seq_len: 1024
    Block Dimensions: 2x32
    Joules/token: 4.083e-07
    Throughput: 247534.32 tokens/s
  Baseline at 250W: Joules/token = 1.254e-06
  Energy saved: 8.456e-07 Joules/token (67.4% reduction)

Sequence Length: 2048
  Best configuration:
    nvml_pwr_limit: 165 W
    seq_len: 2048
    Block Dimensions: 4x16
    Joules/token: 1.953e-07
    Throughput: 548532.25 tokens/s
  Baseline at 250W: Joules/token = 2.512e-07
  Energy saved: 5.589e-08 Joules/token (22.3% reduction)

Sequence Length: 4096
  Best configuration:
    nvml_pwr_limit: 100 W
    seq_len: 4096
    Block Dimensions: 2x32
    Joules/token: 1.021e-07
    Throughput: 990137.29 tokens/s
  Baseline at 250W: Joules/token = 4.029e-07
  Energy saved: 3.008e-07 Joules/token (74.7% reduction)

Sequence Length: 8192
  Best configuration:
    nvml_pwr_limit: 100 W
    seq_len: 8192
    Block Dimensions: 2x32
    Joules/token: 5.104e-08
    Throughput: 1980274.58 tokens/s
  Baseline at 250W: Joules/token = 8.295e-08
  Energy saved: 3.191e-08 Joules/token (38.5% reduction)

