block_size_x,block_size_y,sm__warps_active.avg.pct_of_peak_sustained_active,sm__warps_active.max.pct_of_peak_sustained_active,sm__cycles_active.avg.pct_of_peak_sustained_active,temperature,time,times,pwr_temperature,nvml_power,nvml_energy,compile_time,verification_time,benchmark_time,Joules/token,FLOPS/Watt,SM_Active_Avg,Temperature,SM_Eff,strategy_time,framework_time,timestamp,run_label,batch_size,seq_len,nhead,dim_per_head
1,416,26.37476793360447,,100.0,55.0,0.0192192003130912,"[0.011776000261306763, 0.023584000766277313, 0.020767999812960625, 0.019168000668287277, 0.020800000056624413]",61.0,187.608,0.0036056757323384,0.0,0,0.0,7.042335414723493e-06,1163250472.6873546,26.37476793360447,55.0,,0,0.0052100513130426,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,448,28.477542318491288,,100.0,55.0,0.0195583999156951,"[0.012032000347971916, 0.024159999564290047, 0.02143999934196472, 0.019807999953627586, 0.02035200037062168]",62.0,191.275,0.0037410329438745,0.0,0,0.0,7.306704968505073e-06,1121162006.0356777,28.477542318491288,55.0,,0,0.005159992724657,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,480,30.625272488560974,,100.0,52.0,0.0207807999104261,"[0.012671999633312225, 0.025696000084280968, 0.0226879995316267, 0.02195199951529503, 0.020896000787615776]",59.0,189.424,0.0039363822422325,704.6489419881254,0,546.8551530502737,7.68824656686047e-06,1065522538.6905404,30.625272488560974,52.0,,0,0.0,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,512,33.03580475144293,,100.0,53.0,0.0207360003143548,"[0.013248000293970108, 0.025280000641942024, 0.022112000733613968, 0.021856000646948814, 0.021183999255299568]",60.0,189.975,0.0039393216597195,707.5092771556228,0,579.5542278792709,7.693987616639788e-06,1064727473.9932204,33.03580475144293,53.0,,0,0.3992030397057533,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,544,34.55485762164943,,100.0,53.0,0.0213503999635577,"[0.014112000353634357, 0.025728000327944756, 0.02239999920129776, 0.02252800017595291, 0.021983999758958817]",60.0,190.5035,0.0040673259194576,709.0830660890788,0,600.2750170882791,7.94399593644066e-06,1031219057.2028992,34.55485762164943,53.0,,0,0.3678319044411182,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,576,36.630609210935184,,100.0,54.0,0.0220863997936248,"[0.014655999839305878, 0.02598400041460991, 0.024512000381946564, 0.02287999913096428, 0.02239999920129776]",61.0,193.941,0.0042834584623754,710.1095381658524,0,598.7879640888423,8.366129809326958e-06,979186336.6579814,36.630609210935184,54.0,,0,0.3653536550700664,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,608,38.796472477816906,,100.0,54.0,0.0227007998153567,"[0.015231999568641186, 0.026559999212622643, 0.02550400048494339, 0.023552000522613525, 0.022655999287962914]",61.0,194.843,0.0044230919384235,713.0766441114247,0,606.2026531435549,8.638851442233498e-06,948274206.9103148,38.796472477816906,54.0,,0,0.3733227495104074,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,640,41.28092036173081,,100.0,54.0,0.0236159997060894,"[0.015552000142633915, 0.02739199995994568, 0.0261439997702837, 0.02534399926662445, 0.02364799939095974]",61.0,194.758,0.0045994048707585,706.4178651198745,0,612.7373341005296,8.983212638200349e-06,911923198.295921,41.28092036173081,54.0,,0,0.3676319029182195,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,672,42.80722715873087,,100.0,55.0,0.0242752000689506,"[0.016575999557971954, 0.028384000062942505, 0.027008000761270523, 0.024960000067949295, 0.024447999894618988]",62.0,194.658,0.0047253618950217,710.3122679982334,0,632.4176380876452,9.229222451214446e-06,887615402.4136713,42.80722715873087,55.0,,0,0.381462974473834,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,704,44.86788348211576,,100.0,55.0,0.0250240001827478,"[0.01696000061929226, 0.0289280004799366, 0.02751999907195568, 0.026944000273942947, 0.024768000468611717]",62.0,197.213,0.0049350581480402,707.2553329635412,0,628.2963561825454,9.638785445391114e-06,849899610.9429005,44.86788348211576,55.0,,0,0.3592618741095066,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,736,47.02462367296221,,100.0,56.0,0.0252351999282836,"[0.017535999417304993, 0.028960000723600388, 0.02783999964594841, 0.026496000587940216, 0.02534399926662445]",63.0,198.303,0.0050042158513784,711.3069868646562,0,648.0672780890018,9.773859084723518e-06,838154093.3820139,47.02462367296221,56.0,,0,0.3689229488372803,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,768,49.52596333108642,,100.0,56.0,0.0270719997584819,"[0.018015999346971512, 0.030079999938607216, 0.027904000133275986, 0.027135999873280525, 0.03222399950027466]",63.0,198.186,0.0053652913441345,711.9008770678192,0,627.1185912191868,1.0479084656512714e-05,781747668.6676733,49.52596333108642,56.0,,0,0.3533917479217052,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,800,51.073972530825486,,100.0,56.0,0.0267647996544837,"[0.019039999693632126, 0.03046399913728237, 0.02908799983561039, 0.02768000029027462, 0.02755199931561947]",63.53846153846154,198.211,0.0053050777043148,712.4497671611607,0,666.8763619381934,1.0361479891240017e-05,790620653.2259763,51.073972530825486,56.0,,0,0.3563219215720892,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,832,53.14396434732803,,100.0,57.0,0.0269247997552156,"[0.019328000023961067, 0.031168000772595406, 0.02924799919128418, 0.02755199931561947, 0.027327999472618103]",64.0,201.09,0.0054143079827763,715.784256812185,0,673.9904750138521,1.057482027885999e-05,774670375.8527735,53.14396434732803,57.0,,0,0.3531533293426037,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,864,55.26921630413024,,100.0,57.0,0.0276992000639438,"[0.019872000440955162, 0.0318400003015995, 0.029920000582933426, 0.028991999104619026, 0.027871999889612198]",64.29166666666667,201.71,0.0055872056448981,713.7231677770615,0,676.2498589232564,1.0912511025191637e-05,750697981.5267714,55.26921630413024,57.0,,0,0.3593023866415024,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,896,57.76972615094258,,100.0,57.0,0.0280384000390768,"[0.02051199972629547, 0.031808000057935715, 0.03049599938094616, 0.029152000322937965, 0.028224000707268715]",65.0,201.919,0.0056614856974903,715.7299271784723,0,690.4620330315083,1.105758925291084e-05,740848643.6447717,57.76972615094258,57.0,,0,0.3646626137197017,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,928,59.32755699501844,,100.0,58.0,0.0288959998637437,"[0.021183999255299568, 0.03311999887228012, 0.03155200183391571, 0.029791999608278275, 0.028831999748945236]",65.0,201.936,0.0058351426284849,709.4058911316097,0,701.4048730488867,1.1396762946259696e-05,718800596.1542381,59.32755699501844,58.0,,0,0.3518818411976099,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,960,61.41264729168808,,100.0,58.0,0.0296767998486757,"[0.021663999184966087, 0.03372799977660179, 0.0318400003015995, 0.030719999223947525, 0.030432000756263733]",66.0,203.763,0.0060470337675657,706.7318779882044,0,693.7147369608283,1.1810612827276784e-05,693613457.6421349,61.41264729168808,58.0,,0,0.3553731366991997,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,992,63.5201333344997,,100.0,58.0,0.0324096001684665,"[0.02239999920129776, 0.04492799937725067, 0.032896000891923904, 0.03155200183391571, 0.030271999537944794]",66.0,204.072,0.0066138919255793,713.9859239105135,0,655.6449010968208,1.2917757667147087e-05,634165790.3084985,63.5201333344997,58.0,,0,0.3511619288474321,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
1,1024,66.01138930167305,,100.0,59.0,0.0306751996278762,"[0.02284800074994564, 0.03471999987959862, 0.03311999887228012, 0.031647998839616776, 0.031039999797940254]",66.0,204.465,0.0062720046919137,712.0791568886489,0,715.5137190129608,1.2250009163893992e-05,668734193.6155707,66.01138930167305,59.0,,0,0.3567519597709179,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,16,2.083333333333333,,100.0,59.0,0.0146175999194383,"[0.007807999849319458, 0.019360000267624855, 0.016575999557971954, 0.015072000212967396, 0.014271999709308147]",60.0,0.0,0.0,714.8465421050787,0,455.0271378830075,,,2.083333333333333,59.0,,0,0.3700640518218279,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,32,4.166120834695581,,100.0,59.0,0.014911999925971,"[0.007968000136315823, 0.019872000440955162, 0.017023999243974686, 0.015135999768972397, 0.014560000039637089]",60.0,0.0,0.0,713.5132600087672,0,450.1240430399776,,,4.166120834695581,59.0,,0,0.3602518700063228,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,48,6.247697217337259,,100.0,59.0,0.0150528000667691,"[0.008128000423312187, 0.019648000597953796, 0.017055999487638474, 0.01583999954164028, 0.014592000283300877]",60.0,0.0,0.0,712.5908501911908,0,442.69564002752304,,,6.247697217337259,59.0,,0,0.3564218059182167,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,64,8.328854257857426,,100.0,59.0,0.014975999854505,"[0.00825599953532219, 0.01942400075495243, 0.017023999243974686, 0.015519999898970127, 0.014655999839305878]",60.0,125.862,0.0018849092936877,709.362514782697,0,450.8172338828445,3.6814634642338207e-06,2225202037.066774,8.328854257857426,59.0,,0,0.3555032890290022,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,80,10.408558018520786,,100.0,59.0,0.0151359999552369,"[0.008287999778985977, 0.019999999552965164, 0.01692800037562847, 0.015072000212967396, 0.01539199985563755]",61.0,128.234,0.0019409498182598,712.6585328951478,0,447.8867230936885,3.79091761378877e-06,2160954374.2662983,10.408558018520786,59.0,,0,0.3528418019413948,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,96,12.488024599002422,,100.0,59.0,0.015327999740839,"[0.008287999778985977, 0.019967999309301376, 0.01724799908697605, 0.015776000916957855, 0.015359999611973763]",61.0,134.792,0.0020660917410671,707.215553149581,0,451.5668849926442,4.0353354317718186e-06,2030066679.339985,12.488024599002422,59.0,,0,0.356202945113182,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,112,14.566930120291843,,100.0,59.0,0.0158335998654365,"[0.00854399986565113, 0.021023999899625778, 0.01756799966096878, 0.01583999954164028, 0.0161920003592968]",62.0,137.061,0.0021701690311565,716.0176998004317,0,456.6420379560441,4.238611388977733e-06,1932708438.736051,14.566930120291843,59.0,,0,0.3520422615110874,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,128,16.647697839932103,,100.0,59.0,0.0161727998405694,"[0.009312000125646591, 0.021215999498963356, 0.01759999990463257, 0.016831999644637108, 0.015904000028967857]",62.0,138.633,0.0022420837602976,711.3080050330609,0,488.3598720189184,4.379069844331389e-06,1870716908.204688,16.647697839932103,59.0,,0,0.3537018783390522,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,144,18.699318231813468,,100.0,59.0,0.0164416002109646,"[0.009440000168979168, 0.021247999742627144, 0.018144000321626663, 0.017152000218629837, 0.016224000602960587]",62.0,144.887,0.002382174129766,711.8709259666502,0,493.19791211746633,4.652683847199297e-06,1760704201.9266386,18.699318231813468,59.0,,0,0.3540618345141411,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,160,20.633088992484463,,100.0,59.0,0.0166848002001643,"[0.0098879998549819, 0.021376000717282295, 0.01865600049495697, 0.01724799908697605, 0.016256000846624374]",62.0,146.144,0.0024383834404528,710.3857730980963,0,504.5292868744582,4.7624676571344026e-06,1720116668.4519095,20.633088992484463,59.0,,0,0.3597019240260124,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,176,22.60489827491352,,100.0,59.0,0.0172351999208331,"[0.01033599954098463, 0.022143999114632607, 0.01894400082528591, 0.0180479995906353, 0.016704000532627106]",63.0,146.213,0.0025200102860247,710.4528490453959,0,521.9650738872588,4.921895089892131e-06,1664399555.5337074,22.60489827491352,59.0,,0,0.3640020731836557,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,192,24.81367211586868,,100.0,60.0,0.0182335998862981,"[0.01104000024497509, 0.023264000192284584, 0.01945599913597107, 0.017983999103307724, 0.01942400075495243]",63.0,146.451,0.0026703289369482,710.5991959106177,0,534.2321039643139,5.21548620497706e-06,1570706867.5941465,24.81367211586868,60.0,,0,0.3518932498991489,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,208,26.396241518229203,,100.0,60.0,0.0190143996849656,"[0.01190400030463934, 0.023455999791622162, 0.020191999152302742, 0.02054399996995926, 0.01897599920630455]",63.0,147.171,0.002798368216036,712.5183569733053,0,551.7450808547437,5.465562921945456e-06,1498839207.779914,26.396241518229203,60.0,,0,0.3555819857865572,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,224,28.48967759434301,,100.0,60.0,0.0197248000651598,"[0.012191999703645706, 0.023711999878287315, 0.02112000063061714, 0.02208000048995018, 0.019519999623298645]",63.0,149.505,0.0029489562337417,711.8433271534741,0,548.037112923339,5.759680144026788e-06,1422301203.3915992,28.48967759434301,60.0,,0,0.3543137572705745,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,240,30.641288785750227,,100.0,60.0,0.0204735999926924,"[0.012608000077307224, 0.024768000468611717, 0.021695999428629875, 0.02191999927163124, 0.021376000717282295]",63.0,150.29,0.0030769773429017,712.436337955296,0,556.4814589451998,6.009721372854983e-06,1363124759.327786,30.641288785750227,60.0,,0,0.3709420561790466,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,256,33.04518575855257,,100.0,60.0,0.0206912005320191,"[0.013344000093638897, 0.025472000241279602, 0.021888000890612602, 0.021856000646948814, 0.020896000787615776]",64.0,150.479,0.0031135911648577,706.0960119124502,0,582.0568779017776,6.081232743862711e-06,1347095292.1950755,33.04518575855257,60.0,,0,0.3618223126977682,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,272,34.580909571219465,,100.0,60.0,0.021952000260353,"[0.014240000396966934, 0.025728000327944756, 0.023455999791622162, 0.023552000522613525, 0.022784000262618065]",64.0,150.563,0.0033051590151995,710.617208853364,0,587.2095311060548,6.455388701561605e-06,1269017309.2161431,34.580909571219465,60.0,,0,0.3596919123083353,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,288,36.65764416238731,,100.0,60.0,0.0220287999138236,"[0.014527999795973301, 0.025919999927282333, 0.02425600029528141, 0.023296000435948372, 0.022143999114632607]",64.0,151.776,0.0033434431357204,715.0998872239143,0,601.7510059755296,6.530162374454085e-06,1254486417.067821,36.65764416238731,60.0,,0,0.3563128411769867,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,304,38.81073949825996,,100.0,61.0,0.022796800173819,"[0.015039999969303608, 0.026559999212622643, 0.025536000728607178, 0.02377600036561489, 0.023072000592947006]",64.0,152.794,0.0034832142857585,711.3607069477439,0,604.8634240869433,6.803152901872091e-06,1204147564.836552,38.81073949825996,61.0,,0,0.3551719710230827,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,320,41.29440071425968,,100.0,61.0,0.0235456001013517,"[0.01568000018596649, 0.026944000273942947, 0.025760000571608543, 0.025087999179959297, 0.02425600029528141]",64.0,152.864,0.003599274613893,713.4671080857515,0,614.4474959000945,7.029833230259829e-06,1165319251.7765057,41.29440071425968,61.0,,0,0.3531819675117731,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,336,42.818447782142336,,100.0,61.0,0.0244160000234842,"[0.016543999314308167, 0.02879999950528145, 0.026528000831604004, 0.02566399984061718, 0.02454400062561035]",64.0,152.338,0.0037194846115775,709.8584100604057,0,630.6465431116521,7.2646183819873824e-06,1127657306.8603382,42.818447782142336,61.0,,0,0.3649317659437656,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,352,44.87139883193348,,100.0,61.0,0.025043199956417,"[0.017023999243974686, 0.0289280004799366, 0.028063999488949776, 0.026016000658273697, 0.02518399991095066]",64.6842105263158,151.092,0.0037838271678149,716.0114070866257,0,630.125175928697,7.390287437138614e-06,1108481918.9619768,44.87139883193348,61.0,,0,0.354803167283535,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,368,47.01625525341889,,100.0,61.0,0.0254271995276212,"[0.01759999990463257, 0.0297279991209507, 0.02755199931561947, 0.026815999299287796, 0.025439999997615814]",65.0,150.987,0.0038391765750769,710.3020949289203,0,642.2757448162884,7.498391748197173e-06,1092500935.5465577,47.01625525341889,61.0,,0,0.3624532837420702,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,384,49.54772251893796,,100.0,61.0,0.0257536001503467,"[0.01817600056529045, 0.030208000913262367, 0.028095999732613564, 0.026655999943614006, 0.025631999596953392]",65.0,151.417,0.003899532873965,712.6158380415291,0,656.7262390162796,7.616275144462997e-06,1075591394.036697,49.54772251893796,61.0,,0,0.34950184635818,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,400,51.06779887171391,,100.0,61.0,0.027123200148344,"[0.019039999693632126, 0.03190400078892708, 0.029440000653266907, 0.02831999957561493, 0.02691200003027916]",65.0,150.822,0.0040907752927735,714.9076589848846,0,659.8881958052516,7.98979549369833e-06,1025307845.0457402,51.06779887171391,61.0,,0,0.3645143005996942,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,416,53.1487629017535,,100.0,62.0,0.0281983997672796,"[0.019487999379634857, 0.031168000772595406, 0.02908799983561039, 0.033695999532938004, 0.02755199931561947]",65.0,152.648,0.0043044293276757,712.8694818820804,0,647.6718110498041,8.407088530616602e-06,974415812.342965,53.1487629017535,62.0,,0,0.3538019955158233,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,432,55.285888699264575,,100.0,62.0,0.0276672001928091,"[0.019936000928282738, 0.03139200061559677, 0.030079999938607216, 0.029311999678611755, 0.027615999802947044]",65.0,153.021,0.0042336626407038,711.9308810215443,0,685.3109020739794,8.26887234512469e-06,990703406.4723452,55.285888699264575,62.0,,0,0.3552918788045645,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,448,57.7754702862195,,100.0,62.0,0.0280767999589443,"[0.02051199972629547, 0.03232000023126602, 0.03017600066959858, 0.029311999678611755, 0.028063999488949776]",65.0,153.409,0.0043072338049016,709.9070141557604,0,691.5453488472849,8.41256602519861e-06,973781361.7702452,57.7754702862195,62.0,,0,0.35489397123456,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,464,59.32040647865671,,100.0,62.0,0.0292031999677419,"[0.02147199958562851, 0.032896000891923904, 0.03129599988460541, 0.030848000198602676, 0.029503999277949333]",66.0,152.784,0.0044617817038714,712.4664881266654,0,695.5282231792808,8.714417390374e-06,940051369.245744,59.32040647865671,62.0,,0,0.3530015237629413,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,480,61.418285542276,,100.0,62.0,0.0296063996851444,"[0.021824000403285027, 0.03356799855828285, 0.03171199932694435, 0.0306560005992651, 0.030271999537944794]",66.0,154.102,0.0045624054042801,715.3108739294112,0,699.9622080475092,8.910948055234621e-06,919318567.3647504,61.418285542276,62.0,,0,0.3660731017589569,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,496,63.49896864554779,,100.0,62.0,0.030112000182271,"[0.022495999932289124, 0.03417599946260452, 0.0323840007185936, 0.03129599988460541, 0.030208000913262367]",66.0,154.078,0.0046395967640839,712.2336991596967,0,707.7079769223928,9.061712429851468e-06,904023391.0991894,63.49896864554779,62.0,,0,0.3471518866717815,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
2,512,66.01279005889714,,100.0,62.0,0.0307007994502782,"[0.02300800010561943, 0.03500799834728241, 0.03270399942994118, 0.03167999908328056, 0.03110400028526783]",66.0,154.141,0.0047322519280653,715.2371059637517,0,716.1823199130595,9.242679547002628e-06,886323057.976909,66.01279005889714,62.0,,0,0.352432020008564,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
3,32,6.247990931500779,,100.0,63.0,0.0151615999639034,"[0.00825599953532219, 0.019872000440955162, 0.016896000131964684, 0.015552000142633915, 0.015231999568641186]",64.0,115.695,0.0017541213078238,713.0224478896707,0,447.1752850804478,3.426018179343373e-06,2391113990.4021378,6.247990931500779,63.0,,0,0.3538220189511776,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
3,64,12.488368980991,,100.0,62.0,0.0155967997387051,"[0.008704000152647495, 0.020191999152302742, 0.017535999417304993, 0.01616000011563301, 0.01539199985563755]",64.0,126.011,0.0019653683318739,711.0884611029178,0,472.82030479982495,3.838610023191359e-06,2134105822.291712,12.488368980991,62.0,,0,0.3563121426850557,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
3,96,18.697390453666365,,100.0,62.0,0.0165695998817682,"[0.009983999654650688, 0.021856000646948814, 0.018079999834299088, 0.01679999940097332, 0.016127999871969223]",65.0,130.872,0.0021684966757267,717.3059298656881,0,525.6643060129136,4.235345069778851e-06,1934198953.103896,18.697390453666365,62.0,,0,0.3611522261053324,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
3,128,24.813149042990617,,100.0,62.0,0.0216767998412251,"[0.01190400030463934, 0.03500799834728241, 0.0208320003002882, 0.019487999379634857, 0.02115200087428093]",65.0,134.388,0.0029131017770625,712.1843220666051,0,490.4825889971107,5.689651908325324e-06,1439806886.6063917,24.813149042990617,62.0,,0,0.3454617690294981,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
3,160,30.668359866133432,,100.0,62.0,0.0210816003382205,"[0.01321600005030632, 0.02505600079894066, 0.02252800017595291, 0.022624000906944275, 0.021983999758958817]",65.0,135.836,0.0028636402635425,712.6325811259449,0,568.9521909225732,5.59304738973151e-06,1464675592.600915,30.668359866133432,62.0,,0,0.34916284494102,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
3,192,36.69331090267726,,100.0,62.0,0.0229631995782256,"[0.015104000456631184, 0.02751999907195568, 0.025119999423623085, 0.024191999807953835, 0.02287999913096428]",65.0,136.895,0.0031435472062611,711.6356519982219,0,605.6785532273352,6.139740637228898e-06,1334258315.461574,36.69331090267726,62.0,,0,0.3454717807471752,2025-03-26T20:56:32.262034,rq1_adaptive_expt,4,128,16,256
